10090.ENSMUSP00000000090,10090.ENSMUSP00000000756
10090.ENSMUSP00000000090,10090.ENSMUSP00000002452
10090.ENSMUSP00000000756,10090.ENSMUSP00000002452
10090.ENSMUSP00000002452,10090.ENSMUSP00000002473
10090.ENSMUSP00000002452,10090.ENSMUSP00000002518
10090.ENSMUSP00000002473,10090.ENSMUSP00000002518
10090.ENSMUSP00000000090,10090.ENSMUSP00000003521
10090.ENSMUSP00000000756,10090.ENSMUSP00000003521
10090.ENSMUSP00000000756,10090.ENSMUSP00000004206
10090.ENSMUSP00000002452,10090.ENSMUSP00000004206
10090.ENSMUSP00000002473,10090.ENSMUSP00000004206
10090.ENSMUSP00000003521,10090.ENSMUSP00000004206
10090.ENSMUSP00000000090,10090.ENSMUSP00000004396
10090.ENSMUSP00000000756,10090.ENSMUSP00000004396
10090.ENSMUSP00000002452,10090.ENSMUSP00000004396
10090.ENSMUSP00000002473,10090.ENSMUSP00000004396
10090.ENSMUSP00000003521,10090.ENSMUSP00000004396
10090.ENSMUSP00000004206,10090.ENSMUSP00000004396
10090.ENSMUSP00000005069,10090.ENSMUSP00000005860
10090.ENSMUSP00000005860,10090.ENSMUSP00000006467
10090.ENSMUSP00000005069,10090.ENSMUSP00000006626
10090.ENSMUSP00000005860,10090.ENSMUSP00000006626
10090.ENSMUSP00000004206,10090.ENSMUSP00000007251
10090.ENSMUSP00000007251,10090.ENSMUSP00000007253
10090.ENSMUSP00000005069,10090.ENSMUSP00000008021
10090.ENSMUSP00000005860,10090.ENSMUSP00000008021
10090.ENSMUSP00000006626,10090.ENSMUSP00000008021
10090.ENSMUSP00000000090,10090.ENSMUSP00000008036
10090.ENSMUSP00000000756,10090.ENSMUSP00000008036
10090.ENSMUSP00000003521,10090.ENSMUSP00000008036
10090.ENSMUSP00000004206,10090.ENSMUSP00000008036
10090.ENSMUSP00000004396,10090.ENSMUSP00000008036
10090.ENSMUSP00000004206,10090.ENSMUSP00000008477
10090.ENSMUSP00000005069,10090.ENSMUSP00000013771
10090.ENSMUSP00000005860,10090.ENSMUSP00000013771
10090.ENSMUSP00000006626,10090.ENSMUSP00000013771
10090.ENSMUSP00000008021,10090.ENSMUSP00000013771
10090.ENSMUSP00000005860,10090.ENSMUSP00000015877
10090.ENSMUSP00000006467,10090.ENSMUSP00000015877
10090.ENSMUSP00000006626,10090.ENSMUSP00000015877
10090.ENSMUSP00000008477,10090.ENSMUSP00000015877
10090.ENSMUSP00000000090,10090.ENSMUSP00000016396
10090.ENSMUSP00000000756,10090.ENSMUSP00000016396
10090.ENSMUSP00000002452,10090.ENSMUSP00000016396
10090.ENSMUSP00000002518,10090.ENSMUSP00000016396
10090.ENSMUSP00000004396,10090.ENSMUSP00000016396
10090.ENSMUSP00000008036,10090.ENSMUSP00000016396
10090.ENSMUSP00000005069,10090.ENSMUSP00000018632
10090.ENSMUSP00000005860,10090.ENSMUSP00000018632
10090.ENSMUSP00000006467,10090.ENSMUSP00000018632
10090.ENSMUSP00000006626,10090.ENSMUSP00000018632
10090.ENSMUSP00000008021,10090.ENSMUSP00000018632
10090.ENSMUSP00000013771,10090.ENSMUSP00000018632
10090.ENSMUSP00000015877,10090.ENSMUSP00000018632
10090.ENSMUSP00000000756,10090.ENSMUSP00000019649
10090.ENSMUSP00000002452,10090.ENSMUSP00000019649
10090.ENSMUSP00000002473,10090.ENSMUSP00000019649
10090.ENSMUSP00000002518,10090.ENSMUSP00000019649
10090.ENSMUSP00000003521,10090.ENSMUSP00000019649
10090.ENSMUSP00000003964,10090.ENSMUSP00000019649
10090.ENSMUSP00000004206,10090.ENSMUSP00000019649
10090.ENSMUSP00000004396,10090.ENSMUSP00000019649
10090.ENSMUSP00000005860,10090.ENSMUSP00000019649
10090.ENSMUSP00000006235,10090.ENSMUSP00000019649
10090.ENSMUSP00000006467,10090.ENSMUSP00000019649
10090.ENSMUSP00000006626,10090.ENSMUSP00000019649
10090.ENSMUSP00000008036,10090.ENSMUSP00000019649
10090.ENSMUSP00000008477,10090.ENSMUSP00000019649
10090.ENSMUSP00000015877,10090.ENSMUSP00000019649
10090.ENSMUSP00000018632,10090.ENSMUSP00000019649
10090.ENSMUSP00000000090,10090.ENSMUSP00000020203
10090.ENSMUSP00000000756,10090.ENSMUSP00000020203
10090.ENSMUSP00000003521,10090.ENSMUSP00000020203
10090.ENSMUSP00000004206,10090.ENSMUSP00000020203
10090.ENSMUSP00000004396,10090.ENSMUSP00000020203
10090.ENSMUSP00000008036,10090.ENSMUSP00000020203
10090.ENSMUSP00000008477,10090.ENSMUSP00000020203
10090.ENSMUSP00000016396,10090.ENSMUSP00000020203
10090.ENSMUSP00000019649,10090.ENSMUSP00000020203
10090.ENSMUSP00000019917,10090.ENSMUSP00000020203
10090.ENSMUSP00000000090,10090.ENSMUSP00000020372
10090.ENSMUSP00000000756,10090.ENSMUSP00000020372
10090.ENSMUSP00000002452,10090.ENSMUSP00000020372
10090.ENSMUSP00000002473,10090.ENSMUSP00000020372
10090.ENSMUSP00000002518,10090.ENSMUSP00000020372
10090.ENSMUSP00000003521,10090.ENSMUSP00000020372
10090.ENSMUSP00000004206,10090.ENSMUSP00000020372
10090.ENSMUSP00000004396,10090.ENSMUSP00000020372
10090.ENSMUSP00000008036,10090.ENSMUSP00000020372
10090.ENSMUSP00000016396,10090.ENSMUSP00000020372
10090.ENSMUSP00000020203,10090.ENSMUSP00000020372
10090.ENSMUSP00000003964,10090.ENSMUSP00000020576
10090.ENSMUSP00000018632,10090.ENSMUSP00000020576
10090.ENSMUSP00000019649,10090.ENSMUSP00000020576
10090.ENSMUSP00000000756,10090.ENSMUSP00000020630
10090.ENSMUSP00000003521,10090.ENSMUSP00000020630
10090.ENSMUSP00000003964,10090.ENSMUSP00000020630
10090.ENSMUSP00000005860,10090.ENSMUSP00000020630
10090.ENSMUSP00000006467,10090.ENSMUSP00000020630
10090.ENSMUSP00000008036,10090.ENSMUSP00000020630
10090.ENSMUSP00000019649,10090.ENSMUSP00000020630
10090.ENSMUSP00000000756,10090.ENSMUSP00000020640
10090.ENSMUSP00000003521,10090.ENSMUSP00000020640
10090.ENSMUSP00000004206,10090.ENSMUSP00000020640
10090.ENSMUSP00000004396,10090.ENSMUSP00000020640
10090.ENSMUSP00000006235,10090.ENSMUSP00000020640
10090.ENSMUSP00000006467,10090.ENSMUSP00000020640
10090.ENSMUSP00000008036,10090.ENSMUSP00000020640
10090.ENSMUSP00000013771,10090.ENSMUSP00000020640
10090.ENSMUSP00000016396,10090.ENSMUSP00000020640
10090.ENSMUSP00000019649,10090.ENSMUSP00000020640
10090.ENSMUSP00000020203,10090.ENSMUSP00000020640
10090.ENSMUSP00000020576,10090.ENSMUSP00000020640
10090.ENSMUSP00000020630,10090.ENSMUSP00000020640
10090.ENSMUSP00000000756,10090.ENSMUSP00000020768
10090.ENSMUSP00000003521,10090.ENSMUSP00000020768
10090.ENSMUSP00000003964,10090.ENSMUSP00000020768
10090.ENSMUSP00000005069,10090.ENSMUSP00000020768
10090.ENSMUSP00000005860,10090.ENSMUSP00000020768
10090.ENSMUSP00000006626,10090.ENSMUSP00000020768
10090.ENSMUSP00000008021,10090.ENSMUSP00000020768
10090.ENSMUSP00000013771,10090.ENSMUSP00000020768
10090.ENSMUSP00000018632,10090.ENSMUSP00000020768
10090.ENSMUSP00000019649,10090.ENSMUSP00000020768
10090.ENSMUSP00000020630,10090.ENSMUSP00000020768
10090.ENSMUSP00000020640,10090.ENSMUSP00000020768
10090.ENSMUSP00000000090,10090.ENSMUSP00000021217
10090.ENSMUSP00000000756,10090.ENSMUSP00000021217
10090.ENSMUSP00000002452,10090.ENSMUSP00000021217
10090.ENSMUSP00000003521,10090.ENSMUSP00000021217
10090.ENSMUSP00000004206,10090.ENSMUSP00000021217
10090.ENSMUSP00000004396,10090.ENSMUSP00000021217
10090.ENSMUSP00000008036,10090.ENSMUSP00000021217
10090.ENSMUSP00000016396,10090.ENSMUSP00000021217
10090.ENSMUSP00000019649,10090.ENSMUSP00000021217
10090.ENSMUSP00000019917,10090.ENSMUSP00000021217
10090.ENSMUSP00000020203,10090.ENSMUSP00000021217
10090.ENSMUSP00000020372,10090.ENSMUSP00000021217
10090.ENSMUSP00000020630,10090.ENSMUSP00000021217
10090.ENSMUSP00000020640,10090.ENSMUSP00000021217
10090.ENSMUSP00000020768,10090.ENSMUSP00000021217
10090.ENSMUSP00000003964,10090.ENSMUSP00000021413
10090.ENSMUSP00000019649,10090.ENSMUSP00000021413
10090.ENSMUSP00000020576,10090.ENSMUSP00000021413
10090.ENSMUSP00000020630,10090.ENSMUSP00000021413
10090.ENSMUSP00000020970,10090.ENSMUSP00000021413
10090.ENSMUSP00000004206,10090.ENSMUSP00000021425
10090.ENSMUSP00000019649,10090.ENSMUSP00000021425
10090.ENSMUSP00000020630,10090.ENSMUSP00000021425
10090.ENSMUSP00000003521,10090.ENSMUSP00000021913
10090.ENSMUSP00000000090,10090.ENSMUSP00000021993
10090.ENSMUSP00000002452,10090.ENSMUSP00000021993
10090.ENSMUSP00000004396,10090.ENSMUSP00000021993
10090.ENSMUSP00000016396,10090.ENSMUSP00000021993
10090.ENSMUSP00000019649,10090.ENSMUSP00000021993
10090.ENSMUSP00000020372,10090.ENSMUSP00000021993
10090.ENSMUSP00000021217,10090.ENSMUSP00000021993
10090.ENSMUSP00000005860,10090.ENSMUSP00000022327
10090.ENSMUSP00000006626,10090.ENSMUSP00000022327
10090.ENSMUSP00000008021,10090.ENSMUSP00000022327
10090.ENSMUSP00000013771,10090.ENSMUSP00000022327
10090.ENSMUSP00000018632,10090.ENSMUSP00000022327
10090.ENSMUSP00000019649,10090.ENSMUSP00000022327
10090.ENSMUSP00000020768,10090.ENSMUSP00000022327
10090.ENSMUSP00000021413,10090.ENSMUSP00000022327
10090.ENSMUSP00000000756,10090.ENSMUSP00000022341
10090.ENSMUSP00000003521,10090.ENSMUSP00000022341
10090.ENSMUSP00000004206,10090.ENSMUSP00000022341
10090.ENSMUSP00000004396,10090.ENSMUSP00000022341
10090.ENSMUSP00000008036,10090.ENSMUSP00000022341
10090.ENSMUSP00000019649,10090.ENSMUSP00000022341
10090.ENSMUSP00000019917,10090.ENSMUSP00000022341
10090.ENSMUSP00000020203,10090.ENSMUSP00000022341
10090.ENSMUSP00000020372,10090.ENSMUSP00000022341
10090.ENSMUSP00000020640,10090.ENSMUSP00000022341
10090.ENSMUSP00000021217,10090.ENSMUSP00000022341
10090.ENSMUSP00000006235,10090.ENSMUSP00000022704
10090.ENSMUSP00000008021,10090.ENSMUSP00000022704
