"gene_symbol","ensembl_id","gene_id"
"Castor1","ENSMUSP00000020699","ENSMUSG00000020424"
"Castor2","ENSMUSP00000016088","ENSMUSG00000015944"
"Casz1","ENSMUSP00000092035","ENSMUSG00000028977"
"Casz1","ENSMUSP00000112978","ENSMUSG00000028977"
"Casz1","ENSMUSP00000116095","ENSMUSG00000028977"
"Casz1","ENSMUSP00000120307","ENSMUSG00000028977"
"Cat","ENSMUSP00000028610","ENSMUSG00000027187"
"Cat","ENSMUSP00000106798","ENSMUSG00000027187"
"Catip","ENSMUSP00000095303","ENSMUSG00000073650"
"Catip","ENSMUSP00000117442","ENSMUSG00000073650"
"Catip","ENSMUSP00000141181","ENSMUSG00000073650"
"Catsper1","ENSMUSP00000045430","ENSMUSG00000038498"
"Catsper1","ENSMUSP00000157759","ENSMUSG00000038498"
"Catsper2","ENSMUSP00000119091","ENSMUSG00000033486"
"Catsper2","ENSMUSP00000037222","ENSMUSG00000033486"
"Catsper3","ENSMUSP00000021961","ENSMUSG00000021499"
"Catsper3","ENSMUSP00000105524","ENSMUSG00000021499"
"Catsper4","ENSMUSP00000051694","ENSMUSG00000048003"
"Catsper4","ENSMUSP00000101504","ENSMUSG00000048003"
"Catsper4","ENSMUSP00000131094","ENSMUSG00000048003"
"Catsperb","ENSMUSP00000052089","ENSMUSG00000047014"
"Catsperb","ENSMUSP00000152678","ENSMUSG00000047014"
"Catsperb","ENSMUSP00000152610","ENSMUSG00000047014"
"Catsperd","ENSMUSP00000108603","ENSMUSG00000040828"
"Catsperd","ENSMUSP00000156886","ENSMUSG00000040828"
"Catspere2","ENSMUSP00000091828","ENSMUSG00000091476"
"Catspere2","ENSMUSP00000142187","ENSMUSG00000091476"
"Catspere2","ENSMUSP00000158854","ENSMUSG00000091476"
"Catspere2","ENSMUSP00000149925","ENSMUSG00000110948"
"Catspere2","ENSMUSP00000150237","ENSMUSG00000110948"
"Catspere2","ENSMUSP00000158779","ENSMUSG00000110948"
"Catsperg1","ENSMUSP00000129837","ENSMUSG00000049676"
"Catsperg1","ENSMUSP00000127409","ENSMUSG00000049676"
"Catsperg1","ENSMUSP00000131827","ENSMUSG00000049676"
"Catsperg1","ENSMUSP00000067388","ENSMUSG00000049676"
"Catsperg1","ENSMUSP00000045233","ENSMUSG00000049676"
"Catsperg2","ENSMUSP00000146678","ENSMUSG00000049123"
"Catsperg2","ENSMUSP00000147099","ENSMUSG00000049123"
"Catsperg2","ENSMUSP00000146472","ENSMUSG00000049123"
"Catsperg2","ENSMUSP00000147029","ENSMUSG00000049123"
"Catsperg2","ENSMUSP00000052285","ENSMUSG00000049123"
"Catsperz","ENSMUSP00000158037","ENSMUSG00000050623"
"Catsperz","ENSMUSP00000158477","ENSMUSG00000050623"
"Catsperz","ENSMUSP00000056681","ENSMUSG00000050623"
"Catsperz","ENSMUSP00000158423","ENSMUSG00000050623"
"Cav1","ENSMUSP00000007799","ENSMUSG00000007655"
"Cav1","ENSMUSP00000111116","ENSMUSG00000007655"
"Cav1","ENSMUSP00000111115","ENSMUSG00000007655"
"Cav1","ENSMUSP00000135875","ENSMUSG00000007655"
"Cav1","ENSMUSP00000135374","ENSMUSG00000007655"
"Cav1","ENSMUSP00000120252","ENSMUSG00000007655"
"Cav1","ENSMUSP00000111114","ENSMUSG00000007655"
"Cav1","ENSMUSP00000111113","ENSMUSG00000007655"
"Cav2","ENSMUSP00000000058","ENSMUSG00000000058"
"Cav2","ENSMUSP00000111119","ENSMUSG00000000058"
"Cav2","ENSMUSP00000111122","ENSMUSG00000000058"
"Cav3","ENSMUSP00000074922","ENSMUSG00000062694"
"Cavin1","ENSMUSP00000058321","ENSMUSG00000004044"
"Cavin2","ENSMUSP00000055694","ENSMUSG00000045954"
"Cavin3","ENSMUSP00000044979","ENSMUSG00000037060"
"Cavin4","ENSMUSP00000030033","ENSMUSG00000028348"
"Cbarp","ENSMUSP00000101008","ENSMUSG00000035640"
"Cbarp","ENSMUSP00000130389","ENSMUSG00000035640"
"Cbarp","ENSMUSP00000128980","ENSMUSG00000035640"
"Cbarp","ENSMUSP00000125962","ENSMUSG00000035640"
"Cbarp","ENSMUSP00000115009","ENSMUSG00000035640"
"Cbarp","ENSMUSP00000131487","ENSMUSG00000035640"
"Cbarp","ENSMUSP00000132978","ENSMUSG00000035640"
"Cbfa2t2","ENSMUSP00000105347","ENSMUSG00000038533"
"Cbfa2t2","ENSMUSP00000096782","ENSMUSG00000038533"
"Cbfa2t2","ENSMUSP00000043087","ENSMUSG00000038533"
"Cbfa2t2","ENSMUSP00000105346","ENSMUSG00000038533"
"Cbfa2t2","ENSMUSP00000116220","ENSMUSG00000038533"
"Cbfa2t2","ENSMUSP00000118371","ENSMUSG00000038533"
"Cbfa2t3","ENSMUSP00000118997","ENSMUSG00000006362"
"Cbfa2t3","ENSMUSP00000006525","ENSMUSG00000006362"
"Cbfa2t3","ENSMUSP00000065728","ENSMUSG00000006362"
"Cbfa2t3","ENSMUSP00000117630","ENSMUSG00000006362"
"Cbfb","ENSMUSP00000059382","ENSMUSG00000031885"
"Cbfb","ENSMUSP00000105019","ENSMUSG00000031885"
"Cbfb","ENSMUSP00000105022","ENSMUSG00000031885"
"Cbfb","ENSMUSP00000105021","ENSMUSG00000031885"
"Cbl","ENSMUSP00000146244","ENSMUSG00000034342"
"Cbl","ENSMUSP00000145827","ENSMUSG00000034342"
"Cbl","ENSMUSP00000041902","ENSMUSG00000034342"
"Cbl","ENSMUSP00000146287","ENSMUSG00000034342"
"Cbl","ENSMUSP00000145538","ENSMUSG00000034342"
"Cbl","ENSMUSP00000145889","ENSMUSG00000034342"
"Cbl","ENSMUSP00000145791","ENSMUSG00000034342"
"Cblb","ENSMUSP00000110115","ENSMUSG00000022637"
"Cblb","ENSMUSP00000154583","ENSMUSG00000022637"
"Cblb","ENSMUSP00000154755","ENSMUSG00000022637"
"Cblb","ENSMUSP00000153787","ENSMUSG00000022637"
"Cblb","ENSMUSP00000153753","ENSMUSG00000022637"
"Cblc","ENSMUSP00000104088","ENSMUSG00000040525"
"Cblc","ENSMUSP00000039955","ENSMUSG00000040525"
"Cblif","ENSMUSP00000025585","ENSMUSG00000024682"
"Cbll1","ENSMUSP00000063266","ENSMUSG00000020659"
"Cbll1","ENSMUSP00000141007","ENSMUSG00000020659"
"Cbll1","ENSMUSP00000099038","ENSMUSG00000020659"
"Cbll1","ENSMUSP00000139809","ENSMUSG00000020659"
"Cbll1","ENSMUSP00000082616","ENSMUSG00000020659"
"Cbln1","ENSMUSP00000034076","ENSMUSG00000031654"
"Cbln1","ENSMUSP00000126575","ENSMUSG00000031654"
"Cbln2","ENSMUSP00000068863","ENSMUSG00000024647"
"Cbln2","ENSMUSP00000113996","ENSMUSG00000024647"
"Cbln2","ENSMUSP00000113695","ENSMUSG00000024647"
"Cbln2","ENSMUSP00000126810","ENSMUSG00000024647"
"Cbln3","ENSMUSP00000070494","ENSMUSG00000040380"
"Cbln3","ENSMUSP00000127798","ENSMUSG00000040380"
"Cbln4","ENSMUSP00000085263","ENSMUSG00000067578"
"Cbr1","ENSMUSP00000049394","ENSMUSG00000051483"
"Cbr1","ENSMUSP00000155872","ENSMUSG00000051483"
"Cbr2","ENSMUSP00000026148","ENSMUSG00000025150"
"Cbr2","ENSMUSP00000117739","ENSMUSG00000025150"
"Cbr3","ENSMUSP00000047712","ENSMUSG00000022947"
"Cbr3","ENSMUSP00000156328","ENSMUSG00000022947"
"Cbr4","ENSMUSP00000034058","ENSMUSG00000031641"
"Cbr4","ENSMUSP00000117069","ENSMUSG00000031641"
"Cbs","ENSMUSP00000158269","ENSMUSG00000024039"
"Cbs","ENSMUSP00000066878","ENSMUSG00000024039"
"Cbs","ENSMUSP00000113209","ENSMUSG00000024039"
"Cbs","ENSMUSP00000077597","ENSMUSG00000024039"
"Cbs","ENSMUSP00000158148","ENSMUSG00000024039"
"Cbs","ENSMUSP00000118472","ENSMUSG00000024039"
"Cbs","ENSMUSP00000117454","ENSMUSG00000024039"
"Cbs","ENSMUSP00000118785","ENSMUSG00000024039"
"Cbs","ENSMUSP00000158373","ENSMUSG00000024039"
"Cbwd1","ENSMUSP00000025815","ENSMUSG00000024878"
"Cbwd1","ENSMUSP00000157754","ENSMUSG00000024878"
"Cbwd1","ENSMUSP00000158317","ENSMUSG00000024878"
"Cbx1","ENSMUSP00000018810","ENSMUSG00000018666"
"Cbx1","ENSMUSP00000137834","ENSMUSG00000018666"
"Cbx1","ENSMUSP00000091475","ENSMUSG00000018666"
"Cbx1","ENSMUSP00000078640","ENSMUSG00000018666"
"Cbx2","ENSMUSP00000026662","ENSMUSG00000025577"
"Cbx3","ENSMUSP00000110091","ENSMUSG00000029836"
"Cbx3","ENSMUSP00000031862","ENSMUSG00000029836"
"Cbx3","ENSMUSP00000110088","ENSMUSG00000029836"
"Cbx3","ENSMUSP00000110089","ENSMUSG00000029836"
"Cbx3","ENSMUSP00000121370","ENSMUSG00000029836"
"Cbx4","ENSMUSP00000026665","ENSMUSG00000039989"
"Cbx5","ENSMUSP00000113157","ENSMUSG00000009575"
"Cbx5","ENSMUSP00000104441","ENSMUSG00000009575"
"Cbx5","ENSMUSP00000113158","ENSMUSG00000009575"
"Cbx5","ENSMUSP00000120837","ENSMUSG00000009575"
"Cbx6","ENSMUSP00000105255","ENSMUSG00000089715"
"Cbx6","ENSMUSP00000105253","ENSMUSG00000089715"
"Cbx6","ENSMUSP00000105252","ENSMUSG00000089715"
"Cbx6","ENSMUSP00000119037","ENSMUSG00000089715"
"Cbx7","ENSMUSP00000105245","ENSMUSG00000053411"
"Cbx7","ENSMUSP00000086708","ENSMUSG00000053411"
"Cbx7","ENSMUSP00000105244","ENSMUSG00000053411"
"Cbx7","ENSMUSP00000120748","ENSMUSG00000053411"
"Cbx7","ENSMUSP00000118813","ENSMUSG00000053411"
"Cbx7","ENSMUSP00000118871","ENSMUSG00000053411"
"Cbx7","ENSMUSP00000135246","ENSMUSG00000053411"
"Cbx8","ENSMUSP00000026663","ENSMUSG00000025578"
"Cby1","ENSMUSP00000023064","ENSMUSG00000022428"
"Cby3","ENSMUSP00000052281","ENSMUSG00000050087"
"Cby3","ENSMUSP00000131004","ENSMUSG00000050087"
"Cc2d1a","ENSMUSP00000112556","ENSMUSG00000036686"
"Cc2d1a","ENSMUSP00000046449","ENSMUSG00000036686"
"Cc2d1b","ENSMUSP00000030320","ENSMUSG00000028582"
"Cc2d1b","ENSMUSP00000135399","ENSMUSG00000028582"
"Cc2d1b","ENSMUSP00000123277","ENSMUSG00000028582"
"Cc2d2a","ENSMUSP00000048320","ENSMUSG00000039765"
"Cc2d2a","ENSMUSP00000114349","ENSMUSG00000039765"
"Cc2d2b","ENSMUSP00000153384","ENSMUSG00000108929"
"Cc2d2b","ENSMUSP00000146979","ENSMUSG00000108929"
"Cc2d2b","ENSMUSP00000146608","ENSMUSG00000108929"
"Ccar1","ENSMUSP00000151764","ENSMUSG00000020074"
"Ccar1","ENSMUSP00000151496","ENSMUSG00000020074"
"Ccar1","ENSMUSP00000151406","ENSMUSG00000020074"
"Ccar1","ENSMUSP00000151895","ENSMUSG00000020074"
"Ccar1","ENSMUSP00000020268","ENSMUSG00000020074"
"Ccar2","ENSMUSP00000036924","ENSMUSG00000033712"
"Ccbe1","ENSMUSP00000052011","ENSMUSG00000046318"
"Ccbe1","ENSMUSP00000117636","ENSMUSG00000046318"
"Ccbe1","ENSMUSP00000157925","ENSMUSG00000046318"
"Ccbe1","ENSMUSP00000157891","ENSMUSG00000046318"
"Ccbe1","ENSMUSP00000157390","ENSMUSG00000046318"
"Cccd201","ENSMUSP00000147806","ENSMUSG00000087512"
"Ccdc102a","ENSMUSP00000077107","ENSMUSG00000063605"
"Ccdc102a","ENSMUSP00000124262","ENSMUSG00000063605"
"Ccdc103","ENSMUSP00000021307","ENSMUSG00000020930"
"Ccdc103","ENSMUSP00000125214","ENSMUSG00000020930"
"Ccdc105","ENSMUSP00000101022","ENSMUSG00000078442"
"Ccdc106","ENSMUSP00000146978","ENSMUSG00000035228"
"Ccdc106","ENSMUSP00000104211","ENSMUSG00000035228"
"Ccdc106","ENSMUSP00000146998","ENSMUSG00000035228"
"Ccdc106","ENSMUSP00000146775","ENSMUSG00000035228"
"Ccdc106","ENSMUSP00000146642","ENSMUSG00000035228"
"Ccdc106","ENSMUSP00000147063","ENSMUSG00000035228"
"Ccdc106","ENSMUSP00000041033","ENSMUSG00000035228"
"Ccdc107","ENSMUSP00000030181","ENSMUSG00000028461"
"Ccdc107","ENSMUSP00000103555","ENSMUSG00000028461"
"Ccdc110","ENSMUSP00000092964","ENSMUSG00000071104"
"Ccdc110","ENSMUSP00000134510","ENSMUSG00000071104"
"Ccdc112","ENSMUSP00000072614","ENSMUSG00000071855"
"Ccdc112","ENSMUSP00000158529","ENSMUSG00000071855"
"Ccdc112","ENSMUSP00000158298","ENSMUSG00000071855"
"Ccdc113","ENSMUSP00000049497","ENSMUSG00000036598"
"Ccdc114","ENSMUSP00000147658","ENSMUSG00000040189"
"Ccdc114","ENSMUSP00000147338","ENSMUSG00000040189"
"Ccdc114","ENSMUSP00000148002","ENSMUSG00000040189"
"Ccdc114","ENSMUSP00000042772","ENSMUSG00000040189"
"Ccdc115","ENSMUSP00000042918","ENSMUSG00000042111"
"Ccdc116","ENSMUSP00000156301","ENSMUSG00000022768"
"Ccdc116","ENSMUSP00000023452","ENSMUSG00000022768"
"Ccdc116","ENSMUSP00000111376","ENSMUSG00000022768"
"Ccdc116","ENSMUSP00000155923","ENSMUSG00000022768"
"Ccdc116","ENSMUSP00000156186","ENSMUSG00000022768"
"Ccdc117","ENSMUSP00000020776","ENSMUSG00000020482"
"Ccdc12","ENSMUSP00000019803","ENSMUSG00000019659"
"Ccdc12","ENSMUSP00000142985","ENSMUSG00000019659"
"Ccdc12","ENSMUSP00000143208","ENSMUSG00000019659"
"Ccdc120","ENSMUSP00000033490","ENSMUSG00000031150"
"Ccdc120","ENSMUSP00000153379","ENSMUSG00000031150"
"Ccdc120","ENSMUSP00000119351","ENSMUSG00000031150"
"Ccdc121","ENSMUSP00000052294","ENSMUSG00000050625"
"Ccdc122","ENSMUSP00000036369","ENSMUSG00000034795"
"Ccdc122","ENSMUSP00000093285","ENSMUSG00000034795"
"Ccdc122","ENSMUSP00000135167","ENSMUSG00000034795"
"Ccdc124","ENSMUSP00000007865","ENSMUSG00000007721"
"Ccdc124","ENSMUSP00000148322","ENSMUSG00000007721"
"Ccdc125","ENSMUSP00000130107","ENSMUSG00000048924"
"Ccdc125","ENSMUSP00000058484","ENSMUSG00000048924"
"Ccdc126","ENSMUSP00000058077","ENSMUSG00000050786"
"Ccdc126","ENSMUSP00000110135","ENSMUSG00000050786"
"Ccdc127","ENSMUSP00000022063","ENSMUSG00000021578"
"Ccdc127","ENSMUSP00000124193","ENSMUSG00000021578"
"Ccdc127","ENSMUSP00000125027","ENSMUSG00000021578"
"Ccdc127","ENSMUSP00000124009","ENSMUSG00000021578"
"Ccdc127","ENSMUSP00000123805","ENSMUSG00000021578"
"Ccdc13","ENSMUSP00000114787","ENSMUSG00000079235"
"Ccdc13","ENSMUSP00000128061","ENSMUSG00000079235"
"Ccdc13","ENSMUSP00000130887","ENSMUSG00000079235"
"Ccdc130","ENSMUSP00000096177","ENSMUSG00000004994"
"Ccdc130","ENSMUSP00000005120","ENSMUSG00000004994"
"Ccdc130","ENSMUSP00000128605","ENSMUSG00000004994"
"Ccdc130","ENSMUSP00000125894","ENSMUSG00000004994"
"Ccdc134","ENSMUSP00000086578","ENSMUSG00000068114"
"Ccdc134","ENSMUSP00000155776","ENSMUSG00000068114"
"Ccdc134","ENSMUSP00000155805","ENSMUSG00000068114"
"Ccdc134","ENSMUSP00000155080","ENSMUSG00000068114"
"Ccdc136","ENSMUSP00000110930","ENSMUSG00000029769"
"Ccdc136","ENSMUSP00000145331","ENSMUSG00000029769"
"Ccdc136","ENSMUSP00000137673","ENSMUSG00000029769"
"Ccdc136","ENSMUSP00000137747","ENSMUSG00000029769"
"Ccdc136","ENSMUSP00000118132","ENSMUSG00000029769"
"Ccdc136","ENSMUSP00000144577","ENSMUSG00000029769"
"Ccdc136","ENSMUSP00000093789","ENSMUSG00000029769"
"Ccdc137","ENSMUSP00000062540","ENSMUSG00000049957"
"Ccdc137","ENSMUSP00000134921","ENSMUSG00000049957"
"Ccdc137","ENSMUSP00000135801","ENSMUSG00000049957"
"Ccdc138","ENSMUSP00000043040","ENSMUSG00000038010"
"Ccdc14","ENSMUSP00000156124","ENSMUSG00000022833"
"Ccdc14","ENSMUSP00000023532","ENSMUSG00000022833"
"Ccdc141","ENSMUSP00000052945","ENSMUSG00000044033"
"Ccdc141","ENSMUSP00000128736","ENSMUSG00000044033"
"Ccdc141","ENSMUSP00000136620","ENSMUSG00000044033"
"Ccdc141","ENSMUSP00000136847","ENSMUSG00000044033"
"Ccdc141","ENSMUSP00000120312","ENSMUSG00000044033"
"Ccdc141","ENSMUSP00000107464","ENSMUSG00000044033"
"Ccdc142","ENSMUSP00000098812","ENSMUSG00000107499"
"Ccdc144b","ENSMUSP00000142910","ENSMUSG00000047696"
"Ccdc144b","ENSMUSP00000142406","ENSMUSG00000047696"
"Ccdc144b","ENSMUSP00000132995","ENSMUSG00000047696"
"Ccdc146","ENSMUSP00000110900","ENSMUSG00000064280"
"Ccdc146","ENSMUSP00000030552","ENSMUSG00000064280"
"Ccdc148","ENSMUSP00000076871","ENSMUSG00000036641"
"Ccdc148","ENSMUSP00000153944","ENSMUSG00000036641"
"Ccdc149","ENSMUSP00000143041","ENSMUSG00000045790"
"Ccdc149","ENSMUSP00000062411","ENSMUSG00000045790"
"Ccdc149","ENSMUSP00000148688","ENSMUSG00000045790"
"Ccdc15","ENSMUSP00000036784","ENSMUSG00000034303"
"Ccdc15","ENSMUSP00000150207","ENSMUSG00000034303"
"Ccdc15","ENSMUSP00000149806","ENSMUSG00000034303"
"Ccdc15","ENSMUSP00000150095","ENSMUSG00000034303"
"Ccdc15","ENSMUSP00000149429","ENSMUSG00000034303"
"Ccdc150","ENSMUSP00000027128","ENSMUSG00000025983"
"Ccdc150","ENSMUSP00000125195","ENSMUSG00000025983"
"Ccdc150","ENSMUSP00000158733","ENSMUSG00000025983"
"Ccdc151","ENSMUSP00000110993","ENSMUSG00000039632"
"Ccdc151","ENSMUSP00000041117","ENSMUSG00000039632"
"Ccdc152","ENSMUSP00000153730","ENSMUSG00000091119"
"Ccdc152","ENSMUSP00000153740","ENSMUSG00000091119"
"Ccdc152","ENSMUSP00000129305","ENSMUSG00000091119"
"Ccdc153","ENSMUSP00000090082","ENSMUSG00000070306"
"Ccdc153","ENSMUSP00000149153","ENSMUSG00000070306"
"Ccdc153","ENSMUSP00000149540","ENSMUSG00000070306"
"Ccdc153","ENSMUSP00000151001","ENSMUSG00000070306"
"Ccdc153","ENSMUSP00000150478","ENSMUSG00000070306"
"Ccdc153","ENSMUSP00000150040","ENSMUSG00000070306"
"Ccdc153","ENSMUSP00000149025","ENSMUSG00000070306"
"Ccdc154","ENSMUSP00000138659","ENSMUSG00000059562"
"Ccdc154","ENSMUSP00000138090","ENSMUSG00000059562"
"Ccdc154","ENSMUSP00000138191","ENSMUSG00000059562"
"Ccdc154","ENSMUSP00000073002","ENSMUSG00000059562"
"Ccdc155","ENSMUSP00000113616","ENSMUSG00000038292"
"Ccdc157","ENSMUSP00000091074","ENSMUSG00000051427"
"Ccdc157","ENSMUSP00000099148","ENSMUSG00000051427"
"Ccdc158","ENSMUSP00000063050","ENSMUSG00000050050"
"Ccdc158","ENSMUSP00000148784","ENSMUSG00000050050"
"Ccdc158","ENSMUSP00000117894","ENSMUSG00000050050"
"Ccdc158","ENSMUSP00000123259","ENSMUSG00000050050"
"Ccdc159","ENSMUSP00000006403","ENSMUSG00000006241"
"Ccdc159","ENSMUSP00000126474","ENSMUSG00000006241"
"Ccdc159","ENSMUSP00000148950","ENSMUSG00000006241"
"Ccdc159","ENSMUSP00000150744","ENSMUSG00000006241"
"Ccdc160","ENSMUSP00000099121","ENSMUSG00000073207"
"Ccdc162","ENSMUSP00000140774","ENSMUSG00000075225"
"Ccdc162","ENSMUSP00000092852","ENSMUSG00000075225"
"Ccdc162","ENSMUSP00000150126","ENSMUSG00000075225"
"Ccdc162","ENSMUSP00000135966","ENSMUSG00000075225"
"Ccdc162","ENSMUSP00000151415","ENSMUSG00000075225"
"Ccdc162","ENSMUSP00000097516","ENSMUSG00000075225"
"Ccdc162","ENSMUSP00000019955","ENSMUSG00000075225"
"Ccdc163","ENSMUSP00000030452","ENSMUSG00000028689"
"Ccdc163","ENSMUSP00000102070","ENSMUSG00000028689"
"Ccdc163","ENSMUSP00000118352","ENSMUSG00000028689"
"Ccdc163","ENSMUSP00000120954","ENSMUSG00000028689"
"Ccdc163","ENSMUSP00000120572","ENSMUSG00000028689"
"Ccdc163","ENSMUSP00000102071","ENSMUSG00000028689"
"Ccdc163","ENSMUSP00000114263","ENSMUSG00000028689"
"Ccdc163","ENSMUSP00000120050","ENSMUSG00000028689"
"Ccdc163","ENSMUSP00000123645","ENSMUSG00000028689"
"Ccdc163","ENSMUSP00000102072","ENSMUSG00000028689"
"Ccdc166","ENSMUSP00000138115","ENSMUSG00000098176"
"Ccdc166","ENSMUSP00000138510","ENSMUSG00000098176"
"Ccdc167","ENSMUSP00000115603","ENSMUSG00000024018"
"Ccdc167","ENSMUSP00000116591","ENSMUSG00000024018"
"Ccdc167","ENSMUSP00000119013","ENSMUSG00000024018"
"Ccdc167","ENSMUSP00000120238","ENSMUSG00000024018"
"Ccdc167","ENSMUSP00000123612","ENSMUSG00000024018"
"Ccdc169","ENSMUSP00000049698","ENSMUSG00000048655"
"Ccdc169","ENSMUSP00000112414","ENSMUSG00000048655"
"Ccdc169","ENSMUSP00000054771","ENSMUSG00000048655"
"Ccdc169","ENSMUSP00000119909","ENSMUSG00000048655"
"Ccdc169","ENSMUSP00000123900","ENSMUSG00000048655"
"Ccdc169","ENSMUSP00000125131","ENSMUSG00000048655"
"Ccdc17","ENSMUSP00000059848","ENSMUSG00000034035"
"Ccdc170","ENSMUSP00000115997","ENSMUSG00000019767"
"Ccdc170","ENSMUSP00000122673","ENSMUSG00000019767"
"Ccdc170","ENSMUSP00000019901","ENSMUSG00000019767"
"Ccdc171","ENSMUSP00000056520","ENSMUSG00000052407"
"Ccdc171","ENSMUSP00000155912","ENSMUSG00000052407"
"Ccdc171","ENSMUSP00000138195","ENSMUSG00000052407"
"Ccdc171","ENSMUSP00000116486","ENSMUSG00000052407"
"Ccdc172","ENSMUSP00000158558","ENSMUSG00000025090"
"Ccdc172","ENSMUSP00000068972","ENSMUSG00000025090"
"Ccdc173","ENSMUSP00000092548","ENSMUSG00000070883"
"Ccdc174","ENSMUSP00000049280","ENSMUSG00000034083"
"Ccdc174","ENSMUSP00000146317","ENSMUSG00000034083"
"Ccdc175","ENSMUSP00000021494","ENSMUSG00000021086"
"Ccdc177","ENSMUSP00000072982","ENSMUSG00000062961"
"Ccdc178","ENSMUSP00000157323","ENSMUSG00000024306"
"Ccdc178","ENSMUSP00000025160","ENSMUSG00000024306"
"Ccdc178","ENSMUSP00000157287","ENSMUSG00000024306"
"Ccdc178","ENSMUSP00000111503","ENSMUSG00000024306"
"Ccdc18","ENSMUSP00000142963","ENSMUSG00000056531"
"Ccdc18","ENSMUSP00000036507","ENSMUSG00000056531"
"Ccdc180","ENSMUSP00000119784","ENSMUSG00000035539"
"Ccdc180","ENSMUSP00000122332","ENSMUSG00000035539"
"Ccdc180","ENSMUSP00000136714","ENSMUSG00000035539"
"Ccdc181","ENSMUSP00000027867","ENSMUSG00000026578"
"Ccdc182","ENSMUSP00000036503","ENSMUSG00000034031"
"Ccdc182","ENSMUSP00000139304","ENSMUSG00000098681"
"Ccdc183","ENSMUSP00000028309","ENSMUSG00000026940"
"Ccdc184","ENSMUSP00000031914","ENSMUSG00000029875"
"Ccdc185","ENSMUSP00000095053","ENSMUSG00000043429"
"Ccdc186","ENSMUSP00000113457","ENSMUSG00000035173"
"Ccdc186","ENSMUSP00000122539","ENSMUSG00000035173"
"Ccdc186","ENSMUSP00000075454","ENSMUSG00000035173"
"Ccdc187","ENSMUSP00000150719","ENSMUSG00000048038"
"Ccdc187","ENSMUSP00000153797","ENSMUSG00000048038"
"Ccdc187","ENSMUSP00000054283","ENSMUSG00000048038"
"Ccdc188","ENSMUSP00000156197","ENSMUSG00000090777"
"Ccdc188","ENSMUSP00000155981","ENSMUSG00000090777"
"Ccdc188","ENSMUSP00000156029","ENSMUSG00000090777"
"Ccdc188","ENSMUSP00000132278","ENSMUSG00000090777"
"Ccdc188","ENSMUSP00000156335","ENSMUSG00000111372"
"Ccdc188","ENSMUSP00000156134","ENSMUSG00000111372"
"Ccdc188","ENSMUSP00000156273","ENSMUSG00000111372"
"Ccdc188","ENSMUSP00000149736","ENSMUSG00000111372"
"Ccdc189","ENSMUSP00000072019","ENSMUSG00000057176"
"Ccdc189","ENSMUSP00000145691","ENSMUSG00000057176"
"Ccdc190","ENSMUSP00000091908","ENSMUSG00000070532"
"Ccdc190","ENSMUSP00000135819","ENSMUSG00000070532"
"Ccdc191","ENSMUSP00000116078","ENSMUSG00000022701"
"Ccdc191","ENSMUSP00000137597","ENSMUSG00000022701"
"Ccdc191","ENSMUSP00000119428","ENSMUSG00000022701"
"Ccdc191","ENSMUSP00000113814","ENSMUSG00000022701"
"Ccdc192","ENSMUSP00000078674","ENSMUSG00000058925"
"Ccdc192","ENSMUSP00000115752","ENSMUSG00000058925"
"Ccdc192","ENSMUSP00000117563","ENSMUSG00000058925"
"Ccdc192","ENSMUSP00000114519","ENSMUSG00000058925"
"Ccdc194","ENSMUSP00000146946","ENSMUSG00000108900"
"ccdc198","ENSMUSP00000022398","ENSMUSG00000021850"
"ccdc198","ENSMUSP00000154726","ENSMUSG00000021850"
"ccdc198","ENSMUSP00000114834","ENSMUSG00000021850"
"ccdc198","ENSMUSP00000153946","ENSMUSG00000021850"
"ccdc198","ENSMUSP00000117775","ENSMUSG00000021850"
"Ccdc22","ENSMUSP00000033483","ENSMUSG00000031143"
"Ccdc24","ENSMUSP00000132114","ENSMUSG00000078588"
"Ccdc24","ENSMUSP00000102030","ENSMUSG00000078588"
"Ccdc24","ENSMUSP00000126161","ENSMUSG00000078588"
"Ccdc24","ENSMUSP00000129502","ENSMUSG00000078588"
"Ccdc24","ENSMUSP00000131215","ENSMUSG00000078588"
"Ccdc24","ENSMUSP00000131493","ENSMUSG00000078588"
"Ccdc25","ENSMUSP00000022614","ENSMUSG00000022035"
"Ccdc27","ENSMUSP00000039642","ENSMUSG00000039492"
"Ccdc28a","ENSMUSP00000079671","ENSMUSG00000059554"
"Ccdc28a","ENSMUSP00000134307","ENSMUSG00000059554"
"Ccdc28a","ENSMUSP00000133848","ENSMUSG00000059554"
"Ccdc28a","ENSMUSP00000133585","ENSMUSG00000059554"
"Ccdc28a","ENSMUSP00000050107","ENSMUSG00000059554"
"Ccdc28b","ENSMUSP00000030586","ENSMUSG00000028795"
"Ccdc28b","ENSMUSP00000122229","ENSMUSG00000028795"
"Ccdc28b","ENSMUSP00000101652","ENSMUSG00000028795"
"Ccdc28b","ENSMUSP00000118241","ENSMUSG00000028795"
"Ccdc3","ENSMUSP00000027988","ENSMUSG00000026676"
"Ccdc30","ENSMUSP00000158825","ENSMUSG00000028637"
"Ccdc30","ENSMUSP00000158729","ENSMUSG00000028637"
"Ccdc30","ENSMUSP00000158783","ENSMUSG00000028637"
"Ccdc30","ENSMUSP00000158653","ENSMUSG00000028637"
"Ccdc30","ENSMUSP00000158680","ENSMUSG00000028637"
