gene_symbol,expr_val,ensembl_id
Ephb2,0.0,10090.ENSMUSP00000101471
Ephb3,0.0,10090.ENSMUSP00000155937
Ephb4,0.0,10090.ENSMUSP00000130275
Ephb6,0.0,10090.ENSMUSP00000132773
Ephx1,0.0,10090.ENSMUSP00000047551
Ephx2,0.0,10090.ENSMUSP00000152894
Ephx3,0.0,10090.ENSMUSP00000124600
Ephx4,0.0,10090.ENSMUSP00000123962
Epm2a,0.0,10090.ENSMUSP00000066050
Epm2aip1,0.0,10090.ENSMUSP00000052904
Epn1,0.0,10090.ENSMUSP00000122594
Epn2,0.0,10090.ENSMUSP00000001063
Epn3,0.0,10090.ENSMUSP00000121390
Epop,0.0,10090.ENSMUSP00000051211
Epor,0.0,10090.ENSMUSP00000006397
Eppin,0.0,10090.ENSMUSP00000099389
Eppk1,0.0,10090.ENSMUSP00000154609
Eprs,0.0,10090.ENSMUSP00000141550
Eps8,0.0,10090.ENSMUSP00000145059
Eps8l1,0.0,10090.ENSMUSP00000083559
Eps8l2,0.0,10090.ENSMUSP00000026577
Eps8l3,0.0,10090.ENSMUSP00000143754
Eps15,0.0,10090.ENSMUSP00000118949
Eps15l1,0.0,10090.ENSMUSP00000129739
Epsti1,4.0,10090.ENSMUSP00000022591
Epyc,0.0,10090.ENSMUSP00000020094
Eqtn,0.0,10090.ENSMUSP00000102714
Eral1,0.0,10090.ENSMUSP00000021183
Erap1,0.0,10090.ENSMUSP00000152462
Eras,0.0,10090.ENSMUSP00000033500
Erbb2,0.0,10090.ENSMUSP00000053897
Erbb3,0.0,10090.ENSMUSP00000080716
Erbin,1.0,10090.ENSMUSP00000022222
Erc1,0.0,10090.ENSMUSP00000139152
Erc2,0.0,10090.ENSMUSP00000147981
Ercc1,0.0,10090.ENSMUSP00000125655
Ercc2,0.0,10090.ENSMUSP00000104100
Ercc3,0.0,10090.ENSMUSP00000025241
Ercc4,0.0,10090.ENSMUSP00000118553
Ercc5,0.0,10090.ENSMUSP00000027214
Ercc6,0.0,10090.ENSMUSP00000066256
Ercc6l,0.0,10090.ENSMUSP00000050592
Ercc6l2,0.0,10090.ENSMUSP00000115796
Ercc8,0.0,10090.ENSMUSP00000117492
Ereg,0.0,10090.ENSMUSP00000031324
Erf,0.0,10090.ENSMUSP00000041912
Erfe,0.0,10090.ENSMUSP00000084073
Erg,0.0,10090.ENSMUSP00000156927
Erg28,0.0,10090.ENSMUSP00000021676
Ergic1,1.0,10090.ENSMUSP00000158266
Ergic2,0.0,10090.ENSMUSP00000145204
Ergic3,1.0,10090.ENSMUSP00000006035
Erh,0.0,10090.ENSMUSP00000151676
Eri1,0.0,10090.ENSMUSP00000033927
Eri2,0.0,10090.ENSMUSP00000120547
Eri3,0.0,10090.ENSMUSP00000042796
Erich1,0.0,10090.ENSMUSP00000106436
Erich2,0.0,10090.ENSMUSP00000120262
Erich3,0.0,10090.ENSMUSP00000062837
Erich4,0.0,10090.ENSMUSP00000096260
Erich5,0.0,10090.ENSMUSP00000058182
Erich6,0.0,10090.ENSMUSP00000040882
Erlec1,0.0,10090.ENSMUSP00000072929
Erlin1,0.0,10090.ENSMUSP00000126271
Erlin2,0.0,10090.ENSMUSP00000148228
Ermap,0.0,10090.ENSMUSP00000123484
Ermard,0.0,10090.ENSMUSP00000095005
Ermn,0.0,10090.ENSMUSP00000088458
Ermp1,0.0,10090.ENSMUSP00000124992
Ern1,1.0,10090.ENSMUSP00000001059
Ern2,0.0,10090.ENSMUSP00000145716
Ero1l,0.0,10090.ENSMUSP00000022378
Ero1lb,0.0,10090.ENSMUSP00000152393
Erp27,0.0,10090.ENSMUSP00000032343
Erp29,2.0,10090.ENSMUSP00000117347
Erp44,1.0,10090.ENSMUSP00000030028
Errfi1,2.0,10090.ENSMUSP00000030811
Esam,0.0,10090.ENSMUSP00000002011
Esco1,0.0,10090.ENSMUSP00000157382
Esco2,0.0,10090.ENSMUSP00000022613
Esd,13.0,10090.ENSMUSP00000134932
Esf1,0.0,10090.ENSMUSP00000036523
Esm1,0.0,10090.ENSMUSP00000040187
Esp18,0.0,10090.ENSMUSP00000135980
Espl1,0.0,10090.ENSMUSP00000155666
Espn,0.0,10090.ENSMUSP00000101284
Espnl,0.0,10090.ENSMUSP00000135828
Esr1,0.0,10090.ENSMUSP00000070070
Esr2,0.0,10090.ENSMUSP00000106051
Esrp1,0.0,10090.ENSMUSP00000103949
Esrp2,0.0,10090.ENSMUSP00000123114
Esrra,0.0,10090.ENSMUSP00000134587
Esrrb,0.0,10090.ENSMUSP00000112103
Esrrg,0.0,10090.ENSMUSP00000027906
Esyt1,1.0,10090.ENSMUSP00000151519
Esyt2,0.0,10090.ENSMUSP00000152444
Esyt3,0.0,10090.ENSMUSP00000038757
Etaa1,0.0,10090.ENSMUSP00000075957
Etf1,3.0,10090.ENSMUSP00000025218
Etfa,1.0,10090.ENSMUSP00000034866
Etfb,1.0,10090.ENSMUSP00000146325
Etfbkmt,0.0,10090.ENSMUSP00000126521
Etfdh,0.0,10090.ENSMUSP00000113888
Etfrf1,0.0,10090.ENSMUSP00000107352
Ethe1,3.0,10090.ENSMUSP00000076433
Etl4,0.0,10090.ENSMUSP00000041431
Etnk1,1.0,10090.ENSMUSP00000145041
Etnk2,0.0,10090.ENSMUSP00000122244
Etnppl,0.0,10090.ENSMUSP00000128425
Ets1,0.0,10090.ENSMUSP00000051303
Ets2,4.0,10090.ENSMUSP00000156757
Etv1,0.0,10090.ENSMUSP00000124019
Etv2,0.0,10090.ENSMUSP00000103782
Etv3,0.0,10090.ENSMUSP00000112915
Etv4,0.0,10090.ENSMUSP00000129261
Etv5,0.0,10090.ENSMUSP00000131791
Etv6,1.0,10090.ENSMUSP00000107594
Eva1a,0.0,10090.ENSMUSP00000117345
Eva1b,0.0,10090.ENSMUSP00000054141
Eva1c,0.0,10090.ENSMUSP00000036695
Evc,0.0,10090.ENSMUSP00000109785
Evc2,0.0,10090.ENSMUSP00000055130
Evi2,0.0,10090.ENSMUSP00000091519
Evi2a,1.0,10090.ENSMUSP00000137045
Evi5,0.0,10090.ENSMUSP00000119758
Evi5l,0.0,10090.ENSMUSP00000135700
Evl,0.0,10090.ENSMUSP00000076916
Evpl,0.0,10090.ENSMUSP00000037850
Evx1,0.0,10090.ENSMUSP00000031787
Ewsr1,1.0,10090.ENSMUSP00000073034
Exd1,0.0,10090.ENSMUSP00000054980
Exd2,0.0,10090.ENSMUSP00000043049
Exo1,0.0,10090.ENSMUSP00000039376
Exo5,0.0,10090.ENSMUSP00000030375
Exoc1,0.0,10090.ENSMUSP00000046719
Exoc2,0.0,10090.ENSMUSP00000021785
Exoc3,0.0,10090.ENSMUSP00000152217
Exoc3l,0.0,10090.ENSMUSP00000053766
Exoc3l2,0.0,10090.ENSMUSP00000123025
Exoc3l4,0.0,10090.ENSMUSP00000152063
Exoc4,0.0,10090.ENSMUSP00000051965
Exoc5,2.0,10090.ENSMUSP00000125434
Exoc6,0.0,10090.ENSMUSP00000064332
Exoc6b,0.0,10090.ENSMUSP00000124512
Exoc7,0.0,10090.ENSMUSP00000121794
Exoc8,0.0,10090.ENSMUSP00000095915
Exog,0.0,10090.ENSMUSP00000129273
Exosc1,0.0,10090.ENSMUSP00000074756
Exosc2,0.0,10090.ENSMUSP00000043519
Exosc3,0.0,10090.ENSMUSP00000030003
Exosc4,0.0,10090.ENSMUSP00000050940
Exosc5,1.0,10090.ENSMUSP00000078580
Exosc7,0.0,10090.ENSMUSP00000150152
Exosc8,0.0,10090.ENSMUSP00000115876
Exosc9,0.0,10090.ENSMUSP00000122189
Exosc10,0.0,10090.ENSMUSP00000017408
Exph5,0.0,10090.ENSMUSP00000062632
Ext1,0.0,10090.ENSMUSP00000076505
Ext2,0.0,10090.ENSMUSP00000028623
Extl1,0.0,10090.ENSMUSP00000030643
Extl2,0.0,10090.ENSMUSP00000102111
Extl3,0.0,10090.ENSMUSP00000153547
Eya1,0.0,10090.ENSMUSP00000140619
Eya2,0.0,10090.ENSMUSP00000066244
Eya3,1.0,10090.ENSMUSP00000080425
Eya4,0.0,10090.ENSMUSP00000073970
Ezh1,0.0,10090.ENSMUSP00000102906
Ezh2,2.0,10090.ENSMUSP00000128542
Ezr,2.0,10090.ENSMUSP00000063734
F2,0.0,10090.ENSMUSP00000106967
F2r,0.0,10090.ENSMUSP00000061754
F2rl1,0.0,10090.ENSMUSP00000022185
F2rl2,0.0,10090.ENSMUSP00000022182
F2rl3,0.0,10090.ENSMUSP00000054426
F3,0.0,10090.ENSMUSP00000029771
F5,0.0,10090.ENSMUSP00000083204
F7,0.0,10090.ENSMUSP00000033820
F8,0.0,10090.ENSMUSP00000109719
F8a,0.0,10090.ENSMUSP00000100743
F9,0.0,10090.ENSMUSP00000033477
F10,10.0,10090.ENSMUSP00000033821
F11r,0.0,10090.ENSMUSP00000041907
F13a1,1.0,10090.ENSMUSP00000048667
F830016B08Rik,0.0,10090.ENSMUSP00000131437
Fa2h,0.0,10090.ENSMUSP00000043597
Faah,0.0,10090.ENSMUSP00000041543
Faap20,0.0,10090.ENSMUSP00000095354
Faap24,0.0,10090.ENSMUSP00000115766
Faap100,1.0,10090.ENSMUSP00000026448
Fabp3,0.0,10090.ENSMUSP00000070709
Fabp4,0.0,10090.ENSMUSP00000029041
Fabp5,0.0,10090.ENSMUSP00000029046
Fabp6,0.0,10090.ENSMUSP00000020672
Fabp7,0.0,10090.ENSMUSP00000131415
Fabp9,0.0,10090.ENSMUSP00000142000
Fabp12,0.0,10090.ENSMUSP00000112958
Fadd,0.0,10090.ENSMUSP00000033394
Fads1,0.0,10090.ENSMUSP00000158041
Fads2,0.0,10090.ENSMUSP00000158465
Fads3,0.0,10090.ENSMUSP00000158307
Fads6,0.0,10090.ENSMUSP00000058783
Faf1,1.0,10090.ENSMUSP00000099785
Faf2,0.0,10090.ENSMUSP00000117945
Fah,0.0,10090.ENSMUSP00000032865
Fahd1,0.0,10090.ENSMUSP00000055827
Fahd2a,0.0,10090.ENSMUSP00000028848
Faim,0.0,10090.ENSMUSP00000035038
Faim2,0.0,10090.ENSMUSP00000023750
Fam3a,0.0,10090.ENSMUSP00000109774
Fam3c,0.0,10090.ENSMUSP00000127709
Fam8a1,1.0,10090.ENSMUSP00000097144
Fam13a,0.0,10090.ENSMUSP00000134135
Fam13b,0.0,10090.ENSMUSP00000157483
Fam13c,0.0,10090.ENSMUSP00000051375
Fam19a1,0.0,10090.ENSMUSP00000113152
Fam19a2,0.0,10090.ENSMUSP00000050199
Fam19a3,0.0,10090.ENSMUSP00000123514
Fam19a5,0.0,10090.ENSMUSP00000064808
Fam20a,0.0,10090.ENSMUSP00000116687
Fam20b,0.0,10090.ENSMUSP00000083322
Fam20c,0.0,10090.ENSMUSP00000124584
Fam24b,0.0,10090.ENSMUSP00000033146
Fam25c,0.0,10090.ENSMUSP00000063140
Fam32a,0.0,10090.ENSMUSP00000003123
Fam43a,1.0,10090.ENSMUSP00000056555
Fam43b,0.0,10090.ENSMUSP00000100649
Fam45a,0.0,10090.ENSMUSP00000112839
Fam49a,0.0,10090.ENSMUSP00000152252
Fam49b,6.0,10090.ENSMUSP00000154320
Fam50a,0.0,10090.ENSMUSP00000109797
Fam53a,0.0,10090.ENSMUSP00000070770
Fam53b,0.0,10090.ENSMUSP00000070763
Fam53c,0.0,10090.ENSMUSP00000037034
Fam57a,0.0,10090.ENSMUSP00000091553
Fam57b,0.0,10090.ENSMUSP00000095640
Fam69a,0.0,10090.ENSMUSP00000114892
Fam69c,0.0,10090.ENSMUSP00000157585
Fam71a,0.0,10090.ENSMUSP00000127945
Fam71b,0.0,10090.ENSMUSP00000055079
Fam71d,0.0,10090.ENSMUSP00000151673
Fam71e1,0.0,10090.ENSMUSP00000145700
Fam71e2,0.0,10090.ENSMUSP00000137684
Fam71f1,0.0,10090.ENSMUSP00000132402
Fam71f2,0.0,10090.ENSMUSP00000125895
Fam72a,0.0,10090.ENSMUSP00000068111
Fam76a,1.0,10090.ENSMUSP00000030696
Fam76b,0.0,10090.ENSMUSP00000149169
Fam78a,0.0,10090.ENSMUSP00000115010
Fam78b,0.0,10090.ENSMUSP00000122636
Fam81a,0.0,10090.ENSMUSP00000114179
Fam83a,0.0,10090.ENSMUSP00000050051
Fam83b,0.0,10090.ENSMUSP00000096146
Fam83c,0.0,10090.ENSMUSP00000029143
Fam83d,0.0,10090.ENSMUSP00000029183
Fam83e,0.0,10090.ENSMUSP00000114397
Fam83f,0.0,10090.ENSMUSP00000023044
Fam83g,0.0,10090.ENSMUSP00000090697
Fam83h,0.0,10090.ENSMUSP00000059839
Fam84a,0.0,10090.ENSMUSP00000020926
Fam84b,0.0,10090.ENSMUSP00000098200
Fam89a,0.0,10090.ENSMUSP00000058156
Fam89b,0.0,10090.ENSMUSP00000097538
Fam91a1,1.0,10090.ENSMUSP00000155505
Fam92a,0.0,10090.ENSMUSP00000133923
Fam98a,0.0,10090.ENSMUSP00000108126
Fam98b,0.0,10090.ENSMUSP00000028825
Fam98c,0.0,10090.ENSMUSP00000131477
Fam102a,0.0,10090.ENSMUSP00000118624
Fam102b,0.0,10090.ENSMUSP00000039751
Fam104a,1.0,10090.ENSMUSP00000113652
Fam107a,0.0,10090.ENSMUSP00000112769
Fam107b,1.0,10090.ENSMUSP00000135325
Fam110a,0.0,10090.ENSMUSP00000053266
Fam110b,0.0,10090.ENSMUSP00000104017
Fam110c,0.0,10090.ENSMUSP00000041563
Fam111a,1.0,10090.ENSMUSP00000025595
Fam114a1,0.0,10090.ENSMUSP00000031080
Fam114a2,1.0,10090.ENSMUSP00000104478
Fam117a,0.0,10090.ENSMUSP00000049162
Fam117b,0.0,10090.ENSMUSP00000138042
Fam118a,0.0,10090.ENSMUSP00000155344
Fam118b,0.0,10090.ENSMUSP00000066281
Fam120a,0.0,10090.ENSMUSP00000053877
Fam120b,0.0,10090.ENSMUSP00000054420
Fam120c,0.0,10090.ENSMUSP00000073082
Fam122a,0.0,10090.ENSMUSP00000097152
Fam122b,0.0,10090.ENSMUSP00000110490
Fam124a,0.0,10090.ENSMUSP00000047681
Fam124b,0.0,10090.ENSMUSP00000052208
Fam126a,1.0,10090.ENSMUSP00000099050
Fam126b,0.0,10090.ENSMUSP00000141058
Fam129a,1.0,10090.ENSMUSP00000115822
Fam129b,5.0,10090.ENSMUSP00000114232
Fam129c,0.0,10090.ENSMUSP00000123432
Fam131a,0.0,10090.ENSMUSP00000114318
Fam131b,0.0,10090.ENSMUSP00000116779
Fam131c,0.0,10090.ENSMUSP00000006380
Fam133b,0.0,10090.ENSMUSP00000142744
Fam135a,0.0,10090.ENSMUSP00000139754
Fam135b,0.0,10090.ENSMUSP00000155239
Fam136a,0.0,10090.ENSMUSP00000145530
Fam149a,0.0,10090.ENSMUSP00000091245
Fam149b,0.0,10090.ENSMUSP00000153332
Fam151b,0.0,10090.ENSMUSP00000153204
Fam155a,0.0,10090.ENSMUSP00000146968
Fam160a1,0.0,10090.ENSMUSP00000112705
Fam160a2,0.0,10090.ENSMUSP00000147323
Fam160b1,0.0,10090.ENSMUSP00000048903
Fam160b2,0.0,10090.ENSMUSP00000022690
Fam161a,0.0,10090.ENSMUSP00000133293
Fam161b,0.0,10090.ENSMUSP00000070407
Fam162a,0.0,10090.ENSMUSP00000004057
Fam166b,0.0,10090.ENSMUSP00000058980
Fam167a,0.0,10090.ENSMUSP00000113962
Fam167b,0.0,10090.ENSMUSP00000050531
Fam168a,0.0,10090.ENSMUSP00000038233
Fam168b,1.0,10090.ENSMUSP00000140573
Fam169a,0.0,10090.ENSMUSP00000126209
Fam169b,0.0,10090.ENSMUSP00000147610
Fam170b,0.0,10090.ENSMUSP00000100529
Fam171a1,0.0,10090.ENSMUSP00000072724
Fam171a2,0.0,10090.ENSMUSP00000038486
Fam171b,0.0,10090.ENSMUSP00000062702
Fam172a,0.0,10090.ENSMUSP00000153065
Fam173a,0.0,10090.ENSMUSP00000158350
Fam173b,0.0,10090.ENSMUSP00000124619
Fam174a,0.0,10090.ENSMUSP00000057670
Fam174b,0.0,10090.ENSMUSP00000145753
Fam177a,0.0,10090.ENSMUSP00000137299
Fam178b,0.0,10090.ENSMUSP00000141520
Fam180a,0.0,10090.ENSMUSP00000051206
Fam181b,0.0,10090.ENSMUSP00000146473
Fam183b,0.0,10090.ENSMUSP00000091708
Fam184a,0.0,10090.ENSMUSP00000127400
Fam184b,0.0,10090.ENSMUSP00000016023
Fam185a,0.0,10090.ENSMUSP00000058333
Fam186a,0.0,10090.ENSMUSP00000053434
Fam186b,0.0,10090.ENSMUSP00000155427
Fam187b,0.0,10090.ENSMUSP00000144424
Fam189a1,0.0,10090.ENSMUSP00000115095
Fam189a2,0.0,10090.ENSMUSP00000093878
Fam189b,0.0,10090.ENSMUSP00000114855
Fam192a,1.0,10090.ENSMUSP00000148392
Fam193a,1.0,10090.ENSMUSP00000138082
Fam193b,0.0,10090.ENSMUSP00000021957
Fam196a,0.0,10090.ENSMUSP00000129222
Fam198a,0.0,10090.ENSMUSP00000149755
Fam198b,0.0,10090.ENSMUSP00000120603
Fam199x,0.0,10090.ENSMUSP00000045544
Fam204a,0.0,10090.ENSMUSP00000158259
Fam205a1,0.0,10090.ENSMUSP00000103613
Fam206a,0.0,10090.ENSMUSP00000115102
Fam207a,0.0,10090.ENSMUSP00000151768
Fam208a,0.0,10090.ENSMUSP00000022450
Fam208b,0.0,10090.ENSMUSP00000093774
Fam209,0.0,10090.ENSMUSP00000029007
Fam210a,2.0,10090.ENSMUSP00000122677
Fam210b,0.0,10090.ENSMUSP00000028995
Fam213a,0.0,10090.ENSMUSP00000117278
Fam213b,0.0,10090.ENSMUSP00000116611
Fam214a,0.0,10090.ENSMUSP00000080442
Fam214b,0.0,10090.ENSMUSP00000118228
Fam216a,0.0,10090.ENSMUSP00000031419
Fam217a,0.0,10090.ENSMUSP00000021851
Fam217b,0.0,10090.ENSMUSP00000091805
Fam219a,0.0,10090.ENSMUSP00000103684
Fam219b,0.0,10090.ENSMUSP00000109838
Fam220a,1.0,10090.ENSMUSP00000114024
Fam221a,0.0,10090.ENSMUSP00000114554
Fam221b,0.0,10090.ENSMUSP00000057398
Fam222a,0.0,10090.ENSMUSP00000045724
Fam222b,0.0,10090.ENSMUSP00000073384
Fam227a,0.0,10090.ENSMUSP00000155261
Fam227b,0.0,10090.ENSMUSP00000136349
Fam228a,0.0,10090.ENSMUSP00000152184
Fam228b,0.0,10090.ENSMUSP00000151649
Fam229a,0.0,10090.ENSMUSP00000101658
Fam229b,0.0,10090.ENSMUSP00000119802
Fam234a,0.0,10090.ENSMUSP00000110639
Fam234b,0.0,10090.ENSMUSP00000107546
Fam241a,1.0,10090.ENSMUSP00000142535
Fam241b,0.0,10090.ENSMUSP00000118912
Fan1,0.0,10090.ENSMUSP00000130012
Fanca,0.0,10090.ENSMUSP00000045217
Fancb,0.0,10090.ENSMUSP00000098643
Fancc,0.0,10090.ENSMUSP00000072788
Fancd2,0.0,10090.ENSMUSP00000145220
Fancd2os,0.0,10090.ENSMUSP00000121804
Fance,0.0,10090.ENSMUSP00000122226
Fancf,0.0,10090.ENSMUSP00000125812
Fancg,0.0,10090.ENSMUSP00000030165
Fanci,0.0,10090.ENSMUSP00000114513
Fancl,0.0,10090.ENSMUSP00000004120
Fancm,0.0,10090.ENSMUSP00000152885
Fank1,0.0,10090.ENSMUSP00000114136
Fap,0.0,10090.ENSMUSP00000000402
Far1,0.0,10090.ENSMUSP00000128695
Far2,0.0,10090.ENSMUSP00000032443
Farp1,0.0,10090.ENSMUSP00000116985
Farp2,0.0,10090.ENSMUSP00000113790
Fars2,0.0,10090.ENSMUSP00000153209
Farsa,1.0,10090.ENSMUSP00000003906
Farsb,0.0,10090.ENSMUSP00000140934
Fas,2.0,10090.ENSMUSP00000025691
Fasl,0.0,10090.ENSMUSP00000000834
Fasn,0.0,10090.ENSMUSP00000146068
Fastk,0.0,10090.ENSMUSP00000030800
Fastkd1,0.0,10090.ENSMUSP00000072896
Fastkd2,0.0,10090.ENSMUSP00000027103
Fastkd3,0.0,10090.ENSMUSP00000152573
Fastkd5,0.0,10090.ENSMUSP00000137385
Fat1,0.0,10090.ENSMUSP00000139921
Fat3,0.0,10090.ENSMUSP00000150638
Fat4,0.0,10090.ENSMUSP00000061836
Fate1,0.0,10090.ENSMUSP00000065715
Fau,52.0,10090.ENSMUSP00000136803
Faxc,0.0,10090.ENSMUSP00000029908
Fbf1,0.0,10090.ENSMUSP00000114893
Fbl,0.0,10090.ENSMUSP00000037613
Fblim1,0.0,10090.ENSMUSP00000116589
Fbll1,0.0,10090.ENSMUSP00000128889
Fbln1,0.0,10090.ENSMUSP00000105058
Fbln2,0.0,10090.ENSMUSP00000109126
Fbln5,0.0,10090.ENSMUSP00000021603
Fbln7,0.0,10090.ENSMUSP00000105953
Fbn1,0.0,10090.ENSMUSP00000099524
Fbn2,0.0,10090.ENSMUSP00000025497
Fbp1,0.0,10090.ENSMUSP00000090564
Fbp2,0.0,10090.ENSMUSP00000021907
Fbrs,0.0,10090.ENSMUSP00000043682
Fbrsl1,0.0,10090.ENSMUSP00000142625
Fbxl2,0.0,10090.ENSMUSP00000035090
Fbxl3,1.0,10090.ENSMUSP00000022720
Fbxl4,0.0,10090.ENSMUSP00000138841
Fbxl5,2.0,10090.ENSMUSP00000120338
Fbxl6,1.0,10090.ENSMUSP00000023219
Fbxl7,0.0,10090.ENSMUSP00000061305
Fbxl8,0.0,10090.ENSMUSP00000038638
Fbxl12,0.0,10090.ENSMUSP00000118369
Fbxl13,0.0,10090.ENSMUSP00000052716
Fbxl14,0.0,10090.ENSMUSP00000032094
Fbxl15,1.0,10090.ENSMUSP00000026256
Fbxl16,0.0,10090.ENSMUSP00000048562
Fbxl17,0.0,10090.ENSMUSP00000108459
Fbxl18,0.0,10090.ENSMUSP00000041700
Fbxl19,0.0,10090.ENSMUSP00000139972
Fbxl20,1.0,10090.ENSMUSP00000123507
Fbxl21,0.0,10090.ENSMUSP00000114329
Fbxl22,0.0,10090.ENSMUSP00000060137
Fbxo2,0.0,10090.ENSMUSP00000037377
Fbxo3,0.0,10090.ENSMUSP00000099625
Fbxo4,0.0,10090.ENSMUSP00000022791
Fbxo5,0.0,10090.ENSMUSP00000019907
Fbxo6,0.0,10090.ENSMUSP00000101331
Fbxo7,1.0,10090.ENSMUSP00000119334
Fbxo8,0.0,10090.ENSMUSP00000105951
Fbxo9,0.0,10090.ENSMUSP00000125381
Fbxo10,0.0,10090.ENSMUSP00000058233
Fbxo11,0.0,10090.ENSMUSP00000005504
Fbxo16,0.0,10090.ENSMUSP00000153094
Fbxo17,0.0,10090.ENSMUSP00000103913
Fbxo21,0.0,10090.ENSMUSP00000143873
Fbxo22,0.0,10090.ENSMUSP00000117106
Fbxo24,0.0,10090.ENSMUSP00000121077
Fbxo25,0.0,10090.ENSMUSP00000147467
Fbxo27,0.0,10090.ENSMUSP00000146553
Fbxo28,0.0,10090.ENSMUSP00000141838
Fbxo30,0.0,10090.ENSMUSP00000117687
Fbxo31,0.0,10090.ENSMUSP00000057573
Fbxo32,0.0,10090.ENSMUSP00000022986
Fbxo33,2.0,10090.ENSMUSP00000125231
Fbxo34,0.0,10090.ENSMUSP00000131708
Fbxo36,0.0,10090.ENSMUSP00000095276
Fbxo38,0.0,10090.ENSMUSP00000047541
Fbxo40,0.0,10090.ENSMUSP00000110454
Fbxo41,0.0,10090.ENSMUSP00000124754
Fbxo42,0.0,10090.ENSMUSP00000030757
Fbxo43,0.0,10090.ENSMUSP00000054125
Fbxo44,0.0,10090.ENSMUSP00000115937
Fbxo45,0.0,10090.ENSMUSP00000040168
Fbxo46,0.0,10090.ENSMUSP00000055692
Fbxo47,0.0,10090.ENSMUSP00000091471
Fbxo48,0.0,10090.ENSMUSP00000057901
Fbxw2,3.0,10090.ENSMUSP00000028220
Fbxw4,0.0,10090.ENSMUSP00000157690
Fbxw5,0.0,10090.ENSMUSP00000015239
Fbxw7,0.0,10090.ENSMUSP00000103306
Fbxw8,1.0,10090.ENSMUSP00000047012
Fbxw9,0.0,10090.ENSMUSP00000092845
Fbxw10,0.0,10090.ENSMUSP00000135294
Fbxw11,0.0,10090.ENSMUSP00000104991
Fbxw17,0.0,10090.ENSMUSP00000135878
Fcer1a,0.0,10090.ENSMUSP00000141932
Fcer1g,28.0,10090.ENSMUSP00000078875
Fcer2a,0.0,10090.ENSMUSP00000146568
Fcf1,1.0,10090.ENSMUSP00000021669
Fcgr1,0.0,10090.ENSMUSP00000029748
Fcgr2b,0.0,10090.ENSMUSP00000027966
Fcgr3,1.0,10090.ENSMUSP00000131938
Fcgr4,0.0,10090.ENSMUSP00000077873
Fcgrt,0.0,10090.ENSMUSP00000147969
Fcho1,0.0,10090.ENSMUSP00000116135
Fcho2,0.0,10090.ENSMUSP00000137422
Fchsd1,0.0,10090.ENSMUSP00000133058
Fchsd2,0.0,10090.ENSMUSP00000095850
Fcmr,0.0,10090.ENSMUSP00000048303
Fcna,0.0,10090.ENSMUSP00000028307
Fcnb,0.0,10090.ENSMUSP00000119098
Fcor,0.0,10090.ENSMUSP00000146366
Fcrl1,0.0,10090.ENSMUSP00000141916
Fcrl5,0.0,10090.ENSMUSP00000142210
Fcrl6,0.0,10090.ENSMUSP00000091861
Fcrla,0.0,10090.ENSMUSP00000125074
Fcrlb,0.0,10090.ENSMUSP00000091895
Fcrls,0.0,10090.ENSMUSP00000088508
Fdft1,0.0,10090.ENSMUSP00000153238
Fdps,0.0,10090.ENSMUSP00000142393
Fdx1,0.0,10090.ENSMUSP00000034552
Fdxacb1,0.0,10090.ENSMUSP00000037082
Fdxr,0.0,10090.ENSMUSP00000021078
Fech,0.0,10090.ENSMUSP00000158161
Fem1a,1.0,10090.ENSMUSP00000057996
Fem1b,0.0,10090.ENSMUSP00000034775
Fem1c,2.0,10090.ENSMUSP00000038816
Fen1,0.0,10090.ENSMUSP00000025651
Fer,0.0,10090.ENSMUSP00000156905
Fer1l4,0.0,10090.ENSMUSP00000105240
Fer1l5,0.0,10090.ENSMUSP00000143919
Fermt1,0.0,10090.ENSMUSP00000047616
Fermt2,0.0,10090.ENSMUSP00000044554
Fermt3,1.0,10090.ENSMUSP00000037858
Fes,0.0,10090.ENSMUSP00000146078
Fetub,0.0,10090.ENSMUSP00000128989
Fez1,0.0,10090.ENSMUSP00000034630
Fez2,0.0,10090.ENSMUSP00000068987
Fezf2,0.0,10090.ENSMUSP00000153090
Ffar1,0.0,10090.ENSMUSP00000055564
Ffar2,0.0,10090.ENSMUSP00000140493
Ffar4,0.0,10090.ENSMUSP00000063660
Fga,0.0,10090.ENSMUSP00000133117
Fgb,0.0,10090.ENSMUSP00000039472
Fgd1,0.0,10090.ENSMUSP00000108305
Fgd2,0.0,10090.ENSMUSP00000118828
Fgd3,0.0,10090.ENSMUSP00000048692
Fgd4,1.0,10090.ENSMUSP00000069573
Fgd5,0.0,10090.ENSMUSP00000109093
Fgd6,0.0,10090.ENSMUSP00000020208
Fgf1,0.0,10090.ENSMUSP00000122105
Fgf2,0.0,10090.ENSMUSP00000088742
Fgf3,0.0,10090.ENSMUSP00000101518
Fgf4,0.0,10090.ENSMUSP00000146975
Fgf5,0.0,10090.ENSMUSP00000031280
Fgf7,0.0,10090.ENSMUSP00000069681
Fgf8,0.0,10090.ENSMUSP00000107558
Fgf9,0.0,10090.ENSMUSP00000022545
Fgf10,0.0,10090.ENSMUSP00000022246
Fgf11,0.0,10090.ENSMUSP00000011285
Fgf12,0.0,10090.ENSMUSP00000156274
Fgf13,0.0,10090.ENSMUSP00000033473
Fgf14,0.0,10090.ENSMUSP00000093185
Fgf15,0.0,10090.ENSMUSP00000033389
