gene_symbol,ensembl_id
Crym,ENSMUSP00000033198
Cryz,ENSMUSP00000142101
Cryzl1,ENSMUSP00000115686
Cryzl2,ENSMUSP00000142170
Cs,ENSMUSP00000005826
Csad,ENSMUSP00000155265
Csdc2,ENSMUSP00000044441
Csde1,ENSMUSP00000143028
Cse1l,ENSMUSP00000129983
Csf1,ENSMUSP00000119553
Csf1r,ENSMUSP00000157861
Csf2,ENSMUSP00000019060
Csf2ra,ENSMUSP00000075423
Csf2rb,ENSMUSP00000155092
Csf2rb2,ENSMUSP00000155013
Csf3,ENSMUSP00000037762
Csf3r,ENSMUSP00000101768
Csgalnact1,ENSMUSP00000116134
Csgalnact2,ENSMUSP00000116371
Csk,ENSMUSP00000150240
Csl,ENSMUSP00000052373
Csmd1,ENSMUSP00000080751
Csn3,ENSMUSP00000001667
Csnk1a1,ENSMUSP00000128871
Csnk1d,ENSMUSP00000070721
Csnk1e,ENSMUSP00000113975
Csnk1g1,ENSMUSP00000034949
Csnk1g2,ENSMUSP00000078706
Csnk1g3,ENSMUSP00000158175
Csnk2a1,ENSMUSP00000116853
Csnk2a2,ENSMUSP00000148404
Csnk2b,ENSMUSP00000134673
Cspg4,ENSMUSP00000038909
Cspg5,ENSMUSP00000035058
Cspp1,ENSMUSP00000112800
Csprs,ENSMUSP00000091219
Csrnp1,ENSMUSP00000149214
Csrnp2,ENSMUSP00000052144
Csrp1,ENSMUSP00000095169
Csrp2,ENSMUSP00000151746
Csrp3,ENSMUSP00000146360
Cst3,ENSMUSP00000028938
Cst6,ENSMUSP00000025764
Cst7,ENSMUSP00000086606
Cstad,ENSMUSP00000099917
Cstb,ENSMUSP00000005185
Cstf1,ENSMUSP00000121178
Cstf2,ENSMUSP00000117806
Cstf2t,ENSMUSP00000093831
Cstf3,ENSMUSP00000028599
CT009713.1,-
CT009718.2,-
CT010433.1,-
CT025521.2,-
CT025619.1,-
CT025624.1,-
CT025678.1,-
CT030190.1,-
CT033750.2,-
CT573043.1,-
Ctbp1,ENSMUSP00000144024
Ctbp2,ENSMUSP00000127448
Ctbs,ENSMUSP00000142380
Ctc1,ENSMUSP00000021278
Ctcf,ENSMUSP00000005841
Ctcfl,ENSMUSP00000135932
Ctcflos,
Ctdnep1,ENSMUSP00000104234
Ctdp1,ENSMUSP00000123705
Ctdsp1,ENSMUSP00000027367
Ctdsp2,ENSMUSP00000100891
Ctdspl,ENSMUSP00000133755
Ctdspl2,ENSMUSP00000106207
Ctf1,ENSMUSP00000146199
Ctf2,ENSMUSP00000075459
Ctgf,ENSMUSP00000020171
Cth,ENSMUSP00000113672
Cthrc1,ENSMUSP00000154496
Ctif,ENSMUSP00000129974
Ctla2a,ENSMUSP00000152927
Ctla2b,ENSMUSP00000021884
Ctla4,ENSMUSP00000095327
Ctnna1,ENSMUSP00000158385
Ctnna2,ENSMUSP00000124764
Ctnna3,ENSMUSP00000101081
Ctnnal1,ENSMUSP00000103237
Ctnnb1,ENSMUSP00000120132
Ctnnbip1,ENSMUSP00000101317
Ctnnbl1,ENSMUSP00000029178
Ctnnd1,ENSMUSP00000141166
Ctnnd2,ENSMUSP00000080427
Ctns,ENSMUSP00000006103
Ctps,ENSMUSP00000030381
Ctps2,ENSMUSP00000107921
Ctr9,ENSMUSP00000005749
Ctrc,ENSMUSP00000101407
Ctrl,ENSMUSP00000034368
Ctsa,ENSMUSP00000099382
Ctsb,ENSMUSP00000006235
Ctsc,ENSMUSP00000032779
Ctsd,ENSMUSP00000063904
Ctse,ENSMUSP00000073072
Ctsf,ENSMUSP00000158382
Ctsg,ENSMUSP00000015583
Ctsh,ENSMUSP00000034915
Ctsk,ENSMUSP00000015664
Ctsl,ENSMUSP00000152357
Ctso,ENSMUSP00000029649
Ctss,ENSMUSP00000015667
Ctsw,ENSMUSP00000025844
Ctsz,ENSMUSP00000016400
Cttn,ENSMUSP00000033407
Cttnbp2,ENSMUSP00000118432
Cttnbp2nl,ENSMUSP00000076751
Ctu1,ENSMUSP00000036770
Ctu2,ENSMUSP00000112113
Ctxn1,ENSMUSP00000057115
Ctxn2,ENSMUSP00000097051
Ctxn3,ENSMUSP00000089507
Cubn,ENSMUSP00000089009
Cuedc1,ENSMUSP00000018522
Cuedc2,ENSMUSP00000158425
Cul1,ENSMUSP00000122702
Cul2,ENSMUSP00000078988
Cul3,ENSMUSP00000131891
Cul4a,ENSMUSP00000112525
Cul4b,ENSMUSP00000136083
Cul5,ENSMUSP00000113490
Cul7,ENSMUSP00000116133
Cul9,ENSMUSP00000138418
Cuta,ENSMUSP00000158255
Cutal,ENSMUSP00000144258
Cutc,ENSMUSP00000107678
Cux1,ENSMUSP00000135223
Cux2,ENSMUSP00000107381
Cuzd1,ENSMUSP00000037168
Cwc15,ENSMUSP00000151148
Cwc22,ENSMUSP00000107449
Cwc25,ENSMUSP00000018685
Cwc27,ENSMUSP00000119076
Cwf19l1,ENSMUSP00000158054
Cwf19l2,ENSMUSP00000027027
Cwh43,ENSMUSP00000069563
Cx3cl1,ENSMUSP00000148534
Cx3cr1,ENSMUSP00000063986
Cxadr,ENSMUSP00000155907
Cxcl1,ENSMUSP00000031327
Cxcl10,ENSMUSP00000047646
Cxcl12,ENSMUSP00000108492
Cxcl13,ENSMUSP00000023840
Cxcl14,ENSMUSP00000153440
Cxcl15,ENSMUSP00000031322
Cxcl16,ENSMUSP00000019064
Cxcl2,ENSMUSP00000144334
Cxcl3,ENSMUSP00000031326
Cxcl5,ENSMUSP00000031318
Cxcl9,ENSMUSP00000108716
Cxcr1,ENSMUSP00000139555
Cxcr2,ENSMUSP00000027372
Cxcr3,ENSMUSP00000052444
Cxcr4,ENSMUSP00000120153
Cxcr5,ENSMUSP00000149400
Cxcr6,ENSMUSP00000060776
Cxxc1,ENSMUSP00000025444
Cxxc4,ENSMUSP00000128574
Cxxc5,ENSMUSP00000054307
Cyb561,ENSMUSP00000019734
Cyb561a3,ENSMUSP00000157602
Cyb561d1,ENSMUSP00000102266
Cyb561d2,ENSMUSP00000141723
Cyb5a,ENSMUSP00000025549
Cyb5b,ENSMUSP00000034400
Cyb5d1,ENSMUSP00000104300
Cyb5d2,ENSMUSP00000131961
Cyb5r1,ENSMUSP00000027726
Cyb5r2,ENSMUSP00000146504
Cyb5r3,ENSMUSP00000125636
Cyb5r4,ENSMUSP00000126119
Cyb5rl,ENSMUSP00000030364
Cyba,ENSMUSP00000017604
Cybb,ENSMUSP00000128963
Cybrd1,ENSMUSP00000028403
Cyc1,ENSMUSP00000023210
Cycs,ENSMUSP00000124523
Cyct,ENSMUSP00000028430
Cyfip1,ENSMUSP00000032629
Cyfip2,ENSMUSP00000090854
Cygb,ENSMUSP00000021166
Cyhr1,ENSMUSP00000134739
Cyld,ENSMUSP00000147904
Cym,ENSMUSP00000029504
Cyp11a1,ENSMUSP00000140777
Cyp17a1,ENSMUSP00000026012
Cyp1a1,ENSMUSP00000150277
Cyp1b1,ENSMUSP00000157101
Cyp20a1,ENSMUSP00000050823
Cyp21a1,ENSMUSP00000025223
Cyp26a1,ENSMUSP00000025946
Cyp26b1,ENSMUSP00000144836
Cyp27a1,ENSMUSP00000027356
Cyp27b1,ENSMUSP00000130005
Cyp2ab1,ENSMUSP00000138133
Cyp2c23,ENSMUSP00000026211
Cyp2c55,ENSMUSP00000025966
Cyp2c65,ENSMUSP00000084489
Cyp2d22,ENSMUSP00000155368
Cyp2d26,ENSMUSP00000006094
Cyp2d40,ENSMUSP00000060524
Cyp2d9,ENSMUSP00000155726
Cyp2e1,ENSMUSP00000026552
Cyp2f2,ENSMUSP00000146037
Cyp2j6,ENSMUSP00000030303
Cyp2j8,ENSMUSP00000134591
Cyp2j9,ENSMUSP00000050464
Cyp2r1,ENSMUSP00000123556
Cyp2s1,ENSMUSP00000041175
Cyp2u1,ENSMUSP00000142519
Cyp39a1,ENSMUSP00000130073
Cyp3a13,ENSMUSP00000031741
Cyp46a1,ENSMUSP00000021684
Cyp4b1,ENSMUSP00000099768
Cyp4f13,ENSMUSP00000123282
Cyp4f16,ENSMUSP00000003416
Cyp4f17,ENSMUSP00000157831
Cyp4f18,ENSMUSP00000003574
Cyp4f37,ENSMUSP00000076827
Cyp4v3,ENSMUSP00000092966
Cyp4x1,ENSMUSP00000102155
Cyp51,ENSMUSP00000001507
Cyp7b1,ENSMUSP00000037487
Cyr61,ENSMUSP00000029846
Cys1,ENSMUSP00000133902
Cysltr1,ENSMUSP00000109108
Cysltr2,ENSMUSP00000125958
Cystm1,ENSMUSP00000115138
Cyth1,ENSMUSP00000017276
Cyth2,ENSMUSP00000147451
Cyth3,ENSMUSP00000135287
Cyth4,ENSMUSP00000155122
Cytip,ENSMUSP00000028175
Cytl1,ENSMUSP00000073244
Cyyr1,ENSMUSP00000135363
D030007L05Rik,-
D030025P21Rik,
D030034A15Rik,-
D030040B21Rik,
D030045P18Rik,
D030047H15Rik,
D030051J21Rik,-
D030055H07Rik,-
D030056L22Rik,ENSMUSP00000108465
D10Jhu81e,ENSMUSP00000151954
D10Wsu102e,ENSMUSP00000020488
D11Wsu47e,ENSMUSP00000102232
D130017N08Rik,-
D130020L05Rik,
D130040H23Rik,ENSMUSP00000148399
D130043K22Rik,ENSMUSP00000116004
D130079A08Rik,-
D16Ertd472e,ENSMUSP00000156198
D17H6S53E,ENSMUSP00000061264
D17Wsu92e,ENSMUSP00000156628
D1Ertd622e,ENSMUSP00000051034
D1Pas1,ENSMUSP00000035261
D230017M19Rik,-
D230025D16Rik,ENSMUSP00000119148
D2hgdh,ENSMUSP00000140181
D330045A20Rik,ENSMUSP00000046045
D330046F09Rik,
D330050G23Rik,
D3Ertd254e,ENSMUSP00000142829
D3Ertd751e,ENSMUSP00000026867
D430001F17Rik,-
D430019H16Rik,ENSMUSP00000137376
D430036J16Rik,
D430041D05Rik,ENSMUSP00000155485
D430042O09Rik,ENSMUSP00000118668
D5Ertd579e,ENSMUSP00000116548
D5Ertd605e,
D5Ertd615e,
D630003M21Rik,ENSMUSP00000099410
D630024D03Rik,
D630033O11Rik,
D630036H23Rik,-
D630045J12Rik,ENSMUSP00000130121
D6Ertd474e,-
D6Ertd527e,ENSMUSP00000144761
D6Wsu163e,ENSMUSP00000032497
D730003I15Rik,-
D730045A05Rik,
D730045B01Rik,-
D7Ertd128e,-
D7Ertd443e,ENSMUSP00000134585
D830024N08Rik,-
D830025C05Rik,-
D830026I12Rik,
D830030K20Rik,ENSMUSP00000153088
D830035M03Rik,
D830036C21Rik,-
D830039M14Rik,-
D8Ertd738e,ENSMUSP00000019506
D930007P13Rik,
D930016D06Rik,
D930019O06Rik,-
D930028M14Rik,
D930030I03Rik,-
D930048G16Rik,-
D930048N14Rik,ENSMUSP00000069562
Daam1,ENSMUSP00000152564
Daam2,ENSMUSP00000052085
Dab1,ENSMUSP00000118532
Dab2,ENSMUSP00000077166
Dab2ip,ENSMUSP00000108607
Dach1,ENSMUSP00000064970
Dach2,ENSMUSP00000109006
Dact1,ENSMUSP00000058943
Dact2,ENSMUSP00000156781
Dact3,ENSMUSP00000104133
Dad1,ENSMUSP00000022781
Dag1,ENSMUSP00000128531
Dagla,ENSMUSP00000046358
Daglb,ENSMUSP00000043088
Dalrd3,ENSMUSP00000019183
Dand5,ENSMUSP00000070057
Dao,ENSMUSP00000143337
Dap,ENSMUSP00000141108
Dap3,ENSMUSP00000133314
Dapk1,ENSMUSP00000076666
Dapk2,ENSMUSP00000117134
Dapk3,ENSMUSP00000151577
Dapl1,ENSMUSP00000028369
Dapp1,ENSMUSP00000029806
Dars,ENSMUSP00000066866
Dars2,ENSMUSP00000041851
Daw1,ENSMUSP00000117796
Daxx,ENSMUSP00000128504
Dazap1,ENSMUSP00000101001
Dazap2,ENSMUSP00000000356
Dbf4,ENSMUSP00000002368
Dbi,ENSMUSP00000108267
Dbil5,ENSMUSP00000039763
Dbn1,ENSMUSP00000122574
Dbndd2,ENSMUSP00000064437
Dbnl,ENSMUSP00000105471
Dbp,ENSMUSP00000079693
Dbpht2,
Dbr1,ENSMUSP00000115074
Dbt,ENSMUSP00000143696
Dbx1,ENSMUSP00000032717
Dbx2,ENSMUSP00000060424
Dcaf1,ENSMUSP00000125730
Dcaf10,ENSMUSP00000117082
Dcaf11,ENSMUSP00000123453
Dcaf12,ENSMUSP00000030145
Dcaf12l1,ENSMUSP00000062991
Dcaf13,ENSMUSP00000022909
Dcaf15,ENSMUSP00000147690
Dcaf17,ENSMUSP00000120016
Dcaf4,ENSMUSP00000152108
Dcaf5,ENSMUSP00000052755
Dcaf6,ENSMUSP00000027856
Dcaf7,ENSMUSP00000058168
Dcaf8,ENSMUSP00000141751
Dcakd,ENSMUSP00000021313
Dcbld1,ENSMUSP00000068203
Dcbld2,ENSMUSP00000039915
Dcdc2b,ENSMUSP00000101653
Dchs1,ENSMUSP00000147857
Dchs2,ENSMUSP00000141425
Dck,ENSMUSP00000031311
Dclk1,ENSMUSP00000142698
Dclk2,ENSMUSP00000141707
Dclk3,ENSMUSP00000107510
Dclre1a,ENSMUSP00000138290
Dclre1b,ENSMUSP00000102445
Dclre1c,ENSMUSP00000054300
Dcn,ENSMUSP00000151241
Dcp1a,ENSMUSP00000153370
Dcp1b,ENSMUSP00000108397
Dcp2,ENSMUSP00000144010
Dcps,ENSMUSP00000034539
Dcst1,ENSMUSP00000065502
Dcst2,ENSMUSP00000146838
Dcstamp,ENSMUSP00000154362
Dct,ENSMUSP00000022725
Dctd,ENSMUSP00000126733
Dctn1,ENSMUSP00000109540
Dctn2,ENSMUSP00000026479
Dctn3,ENSMUSP00000130988
Dctn4,ENSMUSP00000025505
Dctn5,ENSMUSP00000033156
Dctn6,ENSMUSP00000120022
Dctpp1,ENSMUSP00000047845
Dcun1d1,ENSMUSP00000103817
Dcun1d2,ENSMUSP00000145399
Dcun1d3,ENSMUSP00000118439
Dcun1d4,ENSMUSP00000109187
Dcun1d5,ENSMUSP00000150564
Dcxr,ENSMUSP00000026144
Dda1,ENSMUSP00000121042
Ddah1,ENSMUSP00000112747
Ddah2,ENSMUSP00000007255
Ddb1,ENSMUSP00000025649
Ddb2,ENSMUSP00000028696
Ddc,ENSMUSP00000068525
Ddhd1,ENSMUSP00000107459
Ddhd2,ENSMUSP00000033975
Ddi2,ENSMUSP00000136018
Ddias,ENSMUSP00000032877
Ddit3,ENSMUSP00000118339
Ddit4,ENSMUSP00000020308
Ddit4l,ENSMUSP00000058896
Ddn,ENSMUSP00000074895
Ddo,ENSMUSP00000151066
Ddost,ENSMUSP00000030538
Ddr1,ENSMUSP00000112570
Ddr2,ENSMUSP00000141443
Ddrgk1,ENSMUSP00000086988
Ddt,ENSMUSP00000134561
Ddx1,ENSMUSP00000152513
Ddx10,ENSMUSP00000065198
Ddx11,ENSMUSP00000153635
Ddx17,ENSMUSP00000155307
Ddx18,ENSMUSP00000001724
Ddx19a,ENSMUSP00000047898
Ddx19b,ENSMUSP00000038551
Ddx20,ENSMUSP00000088176
Ddx21,ENSMUSP00000042691
Ddx23,ENSMUSP00000003450
Ddx24,ENSMUSP00000152366
Ddx25,ENSMUSP00000034612
Ddx27,ENSMUSP00000135265
Ddx28,ENSMUSP00000058950
Ddx31,ENSMUSP00000109484
Ddx39,ENSMUSP00000116101
Ddx39b,ENSMUSP00000070682
Ddx3x,ENSMUSP00000000804
Ddx3y,ENSMUSP00000088729
Ddx4,ENSMUSP00000096769
Ddx41,ENSMUSP00000021956
Ddx42,ENSMUSP00000021046
Ddx43,ENSMUSP00000108994
Ddx46,ENSMUSP00000133245
Ddx47,ENSMUSP00000115183
Ddx49,ENSMUSP00000008004
Ddx5,ENSMUSP00000021062
Ddx50,ENSMUSP00000151469
Ddx51,ENSMUSP00000031478
Ddx52,ENSMUSP00000048802
Ddx54,ENSMUSP00000031598
Ddx55,ENSMUSP00000107065
Ddx56,ENSMUSP00000004507
Ddx58,ENSMUSP00000042433
Ddx59,ENSMUSP00000027655
Ddx6,ENSMUSP00000149620
Ddx60,ENSMUSP00000070741
Deaf1,ENSMUSP00000148149
Decr1,ENSMUSP00000029877
Decr2,ENSMUSP00000158163
Dedd,ENSMUSP00000068419
Dedd2,ENSMUSP00000049763
Def6,ENSMUSP00000156804
Def8,ENSMUSP00000120265
Defb25,ENSMUSP00000096809
Defb40,ENSMUSP00000066465
Defb50,ENSMUSP00000077918
Degs1,ENSMUSP00000119473
Degs2,ENSMUSP00000152122
Dek,ENSMUSP00000114392
Dennd1a,ENSMUSP00000115527
Dennd1b,ENSMUSP00000142738
Dennd1c,ENSMUSP00000156614
Dennd2a,ENSMUSP00000045367
Dennd2c,ENSMUSP00000134008
Dennd2d,ENSMUSP00000029508
Dennd3,ENSMUSP00000124538
Dennd4a,ENSMUSP00000037915
Dennd4b,ENSMUSP00000121350
Dennd4c,ENSMUSP00000123367
Dennd5a,ENSMUSP00000102333
Dennd5b,ENSMUSP00000107182
Dennd6a,ENSMUSP00000153187
Dennd6b,ENSMUSP00000077978
Denr,ENSMUSP00000126174
Depdc1a,ENSMUSP00000029825
Depdc1b,ENSMUSP00000059291
Depdc5,ENSMUSP00000052807
Depdc7,ENSMUSP00000028595
Deptor,ENSMUSP00000023056
Dera,ENSMUSP00000145264
Derl1,ENSMUSP00000022993
Derl2,ENSMUSP00000136401
Derl3,ENSMUSP00000151623
Des,ENSMUSP00000027409
Desi1,ENSMUSP00000121504
Desi2,ENSMUSP00000149269
Det1,ENSMUSP00000032839
Deup1,ENSMUSP00000111256
Dexi,ENSMUSP00000047676
Dffa,ENSMUSP00000099505
Dffb,ENSMUSP00000030893
Dgat1,ENSMUSP00000023214
Dgat2,ENSMUSP00000147074
Dgat2l6,ENSMUSP00000036845
Dgcr14,-
Dgcr2,ENSMUSP00000012152
Dgcr6,ENSMUSP00000149709
Dgcr8,ENSMUSP00000155961
Dgka,ENSMUSP00000026414
Dgkb,ENSMUSP00000152460
Dgkd,ENSMUSP00000140070
Dgke,ENSMUSP00000000285
Dgkeos,-
Dgkg,ENSMUSP00000114441
Dgkh,ENSMUSP00000154107
Dgkk,ENSMUSP00000123079
Dgkq,ENSMUSP00000118065
Dgkz,ENSMUSP00000106937
Dglucy,ENSMUSP00000067830
Dguok,ENSMUSP00000014698
Dhcr24,ENSMUSP00000038063
Dhcr7,ENSMUSP00000121782
Dhdds,ENSMUSP00000101511
Dhdh,ENSMUSP00000011526
Dhfr,ENSMUSP00000022218
Dhh,ENSMUSP00000023737
Dhodh,ENSMUSP00000117980
Dhps,ENSMUSP00000077733
Dhrs1,ENSMUSP00000002403
Dhrs11,ENSMUSP00000122267
Dhrs13,ENSMUSP00000112553
Dhrs13os,
Dhrs3,ENSMUSP00000081200
Dhrs4,ENSMUSP00000154481
Dhrs7,ENSMUSP00000152198
Dhrs7b,ENSMUSP00000104358
Dhrs7c,ENSMUSP00000130924
Dhrs9,ENSMUSP00000069631
Dhtkd1,ENSMUSP00000092769
Dhx15,ENSMUSP00000031061
Dhx16,ENSMUSP00000133888
Dhx29,ENSMUSP00000035244
Dhx30,ENSMUSP00000143751
Dhx32,ENSMUSP00000033290
Dhx33,ENSMUSP00000136913
Dhx34,ENSMUSP00000092410
Dhx35,ENSMUSP00000105104
Dhx36,ENSMUSP00000029336
Dhx37,ENSMUSP00000143479
Dhx38,ENSMUSP00000047865
Dhx40,ENSMUSP00000114918
Dhx57,ENSMUSP00000083742
Dhx58,ENSMUSP00000017974
Dhx58os,-
Dhx8,ENSMUSP00000037251
Dhx9,ENSMUSP00000139806
Diablo,ENSMUSP00000143485
Diaph1,ENSMUSP00000111294
Diaph2,ENSMUSP00000108946
Diaph3,ENSMUSP00000022599
Dicer1,ENSMUSP00000152413
Dido1,ENSMUSP00000119689
Diexf,ENSMUSP00000141950
Dimt1,ENSMUSP00000152938
Dio2,ENSMUSP00000081013
Dio3,ENSMUSP00000133920
Dip2a,ENSMUSP00000125184
Dip2b,ENSMUSP00000023768
Dip2c,ENSMUSP00000131238
Diras1,ENSMUSP00000055605
Diras2,ENSMUSP00000055416
Dirc2,ENSMUSP00000023554
Dis3,ENSMUSP00000154489
Dis3l,ENSMUSP00000115236
Dis3l2,ENSMUSP00000132673
Disc1,ENSMUSP00000112593
Disp1,ENSMUSP00000003035
Disp2,ENSMUSP00000106470
Disp3,ENSMUSP00000038490
Dixdc1,ENSMUSP00000034566
Dkc1,ENSMUSP00000120441
Dkk1,ENSMUSP00000025803
Dkk2,ENSMUSP00000029665
Dkk3,ENSMUSP00000033036
Dkkl1,ENSMUSP00000033057
Dlat,ENSMUSP00000034567
Dlc1,ENSMUSP00000033923
Dld,ENSMUSP00000106481
Dlec1,ENSMUSP00000052645
Dleu7,ENSMUSP00000153153
Dlg1,ENSMUSP00000110859
Dlg2,ENSMUSP00000102814
Dlg3,ENSMUSP00000000901
Dlg4,ENSMUSP00000135994
Dlg5,ENSMUSP00000131986
Dlgap1,ENSMUSP00000118497
Dlgap2,ENSMUSP00000039647
Dlgap3,ENSMUSP00000039724
Dlgap4,ENSMUSP00000135156
Dlgap5,ENSMUSP00000040416
Dlk1,ENSMUSP00000139198
Dll1,ENSMUSP00000156341
Dll3,ENSMUSP00000103951
Dll4,ENSMUSP00000099575
Dlst,ENSMUSP00000152664
Dlx1,ENSMUSP00000042413
Dlx3,ENSMUSP00000090443
Dlx4,ENSMUSP00000021241
Dlx5,ENSMUSP00000052559
Dlx6,ENSMUSP00000124204
Dmac1,ENSMUSP00000030103
Dmac2,ENSMUSP00000076563
Dmap1,ENSMUSP00000099748
Dmbx1,ENSMUSP00000134457
Dmd,ENSMUSP00000109624
Dmkn,ENSMUSP00000060362
Dmp1,ENSMUSP00000068053
Dmpk,ENSMUSP00000104114
Dmrt2,ENSMUSP00000059654
Dmrta1,ENSMUSP00000057488
Dmrta2,ENSMUSP00000060441
Dmtf1,ENSMUSP00000139281
Dmtn,ENSMUSP00000154775
Dmwd,ENSMUSP00000104119
Dmxl1,ENSMUSP00000153077
Dmxl2,ENSMUSP00000119959
Dna2,ENSMUSP00000090119
Dnaaf1,ENSMUSP00000090790
Dnaaf2,ENSMUSP00000021356
Dnaaf3,ENSMUSP00000092498
Dnaaf5,ENSMUSP00000142924
Dnah1,ENSMUSP00000043281
Dnah10,ENSMUSP00000114593
Dnah12,ENSMUSP00000073035
Dnah17,ENSMUSP00000120542
Dnah2,ENSMUSP00000047329
Dnah2os,-
Dnah6,ENSMUSP00000068758
Dnah7a,ENSMUSP00000092571
Dnah7b,ENSMUSP00000068738
Dnah7c,ENSMUSP00000140430
Dnah8,ENSMUSP00000158125
Dnah9,ENSMUSP00000104331
Dnaic2,ENSMUSP00000065787
Dnaja1,ENSMUSP00000118294
Dnaja2,ENSMUSP00000034138
Dnaja3,ENSMUSP00000053842
Dnaja4,ENSMUSP00000070413
Dnajb1,ENSMUSP00000005620
Dnajb11,ENSMUSP00000156315
Dnajb12,ENSMUSP00000116244
Dnajb13,ENSMUSP00000059074
Dnajb14,ENSMUSP00000087641
Dnajb2,ENSMUSP00000052520
Dnajb3,ENSMUSP00000112703
Dnajb4,ENSMUSP00000029669
Dnajb5,ENSMUSP00000081712
Dnajb6,ENSMUSP00000142783
Dnajb7,ENSMUSP00000100712
Dnajb9,ENSMUSP00000015049
Dnajc1,ENSMUSP00000128687
Dnajc10,ENSMUSP00000028392
Dnajc11,ENSMUSP00000051643
Dnajc12,ENSMUSP00000120892
Dnajc13,ENSMUSP00000139804
Dnajc14,ENSMUSP00000151348
Dnajc15,ENSMUSP00000154390
Dnajc16,ENSMUSP00000120783
Dnajc17,ENSMUSP00000041841
Dnajc18,ENSMUSP00000157528
Dnajc19,ENSMUSP00000103830
Dnajc2,ENSMUSP00000110846
Dnajc21,ENSMUSP00000116865
Dnajc24,ENSMUSP00000099615
Dnajc25,ENSMUSP00000114320
Dnajc27,ENSMUSP00000020986
Dnajc28,ENSMUSP00000048113
Dnajc3,ENSMUSP00000022734
Dnajc30,ENSMUSP00000094318
Dnajc4,ENSMUSP00000157797
Dnajc5,ENSMUSP00000116120
Dnajc6,ENSMUSP00000102543
Dnajc7,ENSMUSP00000115438
Dnajc8,ENSMUSP00000092242
Dnajc9,ENSMUSP00000022345
Dnal1,ENSMUSP00000121038
Dnal4,ENSMUSP00000154848
Dnali1,ENSMUSP00000047783
Dnase1,ENSMUSP00000113119
Dnase1l1,ENSMUSP00000109827
Dnase1l2,ENSMUSP00000117477
Dnase1l3,ENSMUSP00000026315
Dnase2a,ENSMUSP00000117198
Dnase2b,ENSMUSP00000142872
Dnd1,ENSMUSP00000054412
Dner,ENSMUSP00000140986
Dnhd1,ENSMUSP00000102388
Dnlz,ENSMUSP00000028295
Dnm1,ENSMUSP00000144264
Dnm1l,ENSMUSP00000111415
Dnm2,ENSMUSP00000134243
Dnm3,ENSMUSP00000125356
Dnm3os,
Dnmbp,ENSMUSP00000148582
Dnmt1,ENSMUSP00000136982
Dnmt3a,ENSMUSP00000134632
Dnmt3aos,
Dnmt3b,ENSMUSP00000105396
Dnmt3l,ENSMUSP00000116970
Dnpep,ENSMUSP00000141014
Dnph1,ENSMUSP00000045283
Dntt,ENSMUSP00000107819
Dnttip1,ENSMUSP00000104950
Dnttip2,ENSMUSP00000045043
Doc2b,ENSMUSP00000021209
Doc2g,ENSMUSP00000025806
Dock1,ENSMUSP00000147797
Dock10,ENSMUSP00000139567
Dock11,ENSMUSP00000033419
Dock2,ENSMUSP00000098916
Dock3,ENSMUSP00000127059
Dock4,ENSMUSP00000047387
Dock5,ENSMUSP00000036674
Dock6,ENSMUSP00000149156
Dock7,ENSMUSP00000114204
Dock8,ENSMUSP00000025831
Dock9,ENSMUSP00000047881
Dohh,ENSMUSP00000122952
Dok1,ENSMUSP00000145347
Dok2,ENSMUSP00000022698
Dok3,ENSMUSP00000153308
Dok4,ENSMUSP00000148355
Dok5,ENSMUSP00000029075
Dok6,ENSMUSP00000095103
Dok7,ENSMUSP00000059538
Dolk,ENSMUSP00000097792
Dolpp1,ENSMUSP00000119478
Donson,ENSMUSP00000109665
Dopey1,-
Dopey2,-
Dot1l,ENSMUSP00000130408
Dpagt1,ENSMUSP00000150465
Dpcr1,-
Dpep1,ENSMUSP00000148823
Dpep2,ENSMUSP00000113877
Dpep2nb,-
Dpep3,ENSMUSP00000034371
Dpf1,ENSMUSP00000103866
Dpf2,ENSMUSP00000025746
Dpf3,ENSMUSP00000120700
Dph1,ENSMUSP00000116537
Dph2,ENSMUSP00000030265
Dph3,ENSMUSP00000120583
Dph5,ENSMUSP00000142654
Dph6,ENSMUSP00000099601
Dph7,ENSMUSP00000141890
Dpm1,ENSMUSP00000104816
Dpm2,ENSMUSP00000124665
Dpm3,ENSMUSP00000040860
Dpp10,ENSMUSP00000108225
Dpp3,ENSMUSP00000158453
Dpp4,ENSMUSP00000044050
Dpp6,ENSMUSP00000113441
Dpp7,ENSMUSP00000028332
Dpp8,ENSMUSP00000126065
Dpp9,ENSMUSP00000046604
Dppa1,ENSMUSP00000104850
Dppa2,ENSMUSP00000110183
Dppa3,ENSMUSP00000062832
Dpt,ENSMUSP00000027861
Dpy19l1,ENSMUSP00000110932
Dpy19l3,ENSMUSP00000054747
Dpy19l4,ENSMUSP00000119923
Dpy30,ENSMUSP00000126702
Dpyd,ENSMUSP00000039429
Dpys,ENSMUSP00000022915
Dpysl2,ENSMUSP00000022629
Dpysl3,ENSMUSP00000112928
Dpysl4,ENSMUSP00000026551
Dpysl5,ENSMUSP00000110377
Dqx1,ENSMUSP00000076708
Dr1,ENSMUSP00000031190
Dram1,ENSMUSP00000123685
Dram2,ENSMUSP00000118686
Drap1,ENSMUSP00000025853
Draxin,ENSMUSP00000030862
Drc1,ENSMUSP00000098992
Drc3,ENSMUSP00000065525
Drc7,ENSMUSP00000053972
